page_name,page_url,axe_alt_els,axe_contrast_els,axe_els[AXE.INCOMPLETE_CRITICAL],axe_els[AXE.INCOMPLETE_MINOR],axe_els[AXE.INCOMPLETE_MODERATE],axe_els[AXE.INCOMPLETE_SERIOUS],axe_els[AXE.VIOLATIONS_CRITICAL],axe_els[AXE.VIOLATIONS_MINOR],axe_els[AXE.VIOLATIONS_MODERATE],axe_els[AXE.VIOLATIONS_SERIOUS],axe_err[AXE.INCOMPLETE_CRITICAL],axe_err[AXE.INCOMPLETE_MINOR],axe_err[AXE.INCOMPLETE_MODERATE],axe_err[AXE.INCOMPLETE_SERIOUS],axe_err[AXE.VIOLATIONS_CRITICAL],axe_err[AXE.VIOLATIONS_MINOR],axe_err[AXE.VIOLATIONS_MODERATE],axe_err[AXE.VIOLATIONS_SERIOUS],codesniffer_alt_els,codesniffer_contrast_els,codesniffer_els[WCAG.OPERABLE_ERROR],codesniffer_els[WCAG.OPERABLE_WARNING],codesniffer_els[WCAG.PERCEIVABLE_ERROR],codesniffer_els[WCAG.PERCEIVABLE_WARNING],codesniffer_els[WCAG.ROBUST_ERROR],codesniffer_els[WCAG.ROBUST_WARNING],codesniffer_els[WCAG.UNDERSTANDABLE_ERROR],codesniffer_err[WCAG.OPERABLE_ERROR],codesniffer_err[WCAG.OPERABLE_WARNING],codesniffer_err[WCAG.PERCEIVABLE_ERROR],codesniffer_err[WCAG.PERCEIVABLE_WARNING],codesniffer_err[WCAG.ROBUST_ERROR],codesniffer_err[WCAG.ROBUST_WARNING],codesniffer_err[WCAG.UNDERSTANDABLE_ERROR],lighthouse_desktop[audit-score_cumulative-layout-shift],lighthouse_desktop[audit-score_first-contentful-paint],lighthouse_desktop[audit-score_interactive],lighthouse_desktop[audit-score_largest-contentful-paint],lighthouse_desktop[audit-score_max-potential-fid],lighthouse_desktop[audit-score_speed-index],lighthouse_desktop[audit-score_total-blocking-time],lighthouse_desktop[audit-val_cumulative-layout-shift],lighthouse_desktop[audit-val_first-contentful-paint],lighthouse_desktop[audit-val_interactive],lighthouse_desktop[audit-val_largest-contentful-paint],lighthouse_desktop[audit-val_max-potential-fid],lighthouse_desktop[audit-val_speed-index],lighthouse_desktop[audit-val_total-blocking-time],lighthouse_desktop[cat-score_accessibility],lighthouse_desktop[cat-score_best-practices],lighthouse_desktop[cat-score_performance],lighthouse_desktop[cat-score_pwa],lighthouse_desktop[cat-score_seo],lighthouse_mobile[audit-score_cumulative-layout-shift],lighthouse_mobile[audit-score_first-contentful-paint],lighthouse_mobile[audit-score_interactive],lighthouse_mobile[audit-score_largest-contentful-paint],lighthouse_mobile[audit-score_max-potential-fid],lighthouse_mobile[audit-score_speed-index],lighthouse_mobile[audit-score_total-blocking-time],lighthouse_mobile[audit-val_cumulative-layout-shift],lighthouse_mobile[audit-val_first-contentful-paint],lighthouse_mobile[audit-val_interactive],lighthouse_mobile[audit-val_largest-contentful-paint],lighthouse_mobile[audit-val_max-potential-fid],lighthouse_mobile[audit-val_speed-index],lighthouse_mobile[audit-val_total-blocking-time],lighthouse_mobile[cat-score_accessibility],lighthouse_mobile[cat-score_best-practices],lighthouse_mobile[cat-score_performance],lighthouse_mobile[cat-score_pwa],lighthouse_mobile[cat-score_seo]
,https://gumrf.ru/,0,40,,4,,29,1,9,20,17,,1,,1,1,1,3,3,0,64,,,13,83,6,1,,,,3,10,2,1,,1,0.69,0.98,0.55,1,0.69,1,0.001015059146939,1296.6165,1690.119,2239.9345,50,1847.2220204227,0,0.82,0.67,0.82,0.82,0.92,1,0.43,0.25,0.21,0.51,0.85,0.46,0.0028374803331163,3204.35,10234.2875,5381.0925,247,3768.7023039957,652,0.83,0.6,0.49,0.83,0.9
,https://omgups.ru/,4,139,1,1,,7,4,9,9,153,1,1,,1,1,3,4,4,3,145,2,,149,21,13,,,2,,4,8,2,,,0.34,0.4,0.71,0.13,0.61,0.37,0.88,0.33355572273736,1779.785,3470.619,4452.6225,216,2665.5149771286,162.5,0.82,0.73,0.5,0.64,0.91,0.46,0.06,0.05,0.03,0,0.15,0.05,0.26707749260796,5513.854,16600.951,7977.486,1430,9041.3187378195,2465,0.8,0.8,0.12,0.67,0.89
,http://www.mstuca.ru/,0,34,,1,,3,1,2,7,44,,1,,1,1,1,2,4,0,66,6,38,33,51,6,,2,1,3,3,8,2,,2,1,0.98,1,0.61,0.99,0.93,1,0.0010650248913235,689.052,1009.052,2074.481,71,1207.9889175014,10.5,0.69,0.67,0.89,0.18,1,0.42,0.4,0.75,0.02,0.38,0.65,0.93,0.28691975911458,3331.778,5169.778,8709.778,294,4928.3997865696,165,0.84,0.67,0.53,0.25,1
,https://szgmu.ru/,12,58,1,2,,57,12,1,19,25,1,1,,1,1,1,4,3,21,121,1,,29,173,1,,,1,,4,9,1,,,0.95,0.96,0.74,0.32,0.77,0.42,0.98,0.079432169709778,766.771,3315.97,3083.8,171,2526.1695026266,83.5,0.74,0.53,0.73,0.36,0.91,0.55,0.61,0.03,0.4,0.18,0.01,0.51,0.228017578125,2685.8055,19221.919,4377.482,401,16913.631659224,589,0.74,0.47,0.4,0.33,0.91
,https://samsmu.ru/,1,21,,2,,7,1,1,13,28,,1,,1,1,1,4,2,6,40,,,13,68,8,2,,,,3,9,1,1,,1,0.98,0.98,0.46,0.97,0.74,1,0.019123181062818,662.099,1680.8505,2549.838,92,1724.0585526601,28,0.9,0.67,0.84,0.55,0.73,1,0.65,0.55,0,0.09,0.62,0.51,0.00026650428771973,2560.74,6886.2935,12881.529,495,5077.2962410947,588,0.89,0.73,0.49,0.58,0.75
,http://www.guz.ru/,0,57,,4,,4,1,4,15,65,,1,,1,1,1,3,4,0,57,6,27,59,21,10,1,2,1,3,3,7,2,1,2,0.19,0.82,0.99,0.76,1,0.87,1,0.46726044484273,1081.73,1387.8855,1652.003,63,1393.7832752071,6.5,0.68,0.67,0.79,0.18,0.9,1,0.36,0.65,0.07,0.45,0.75,0.84,0.00025970289442274,3474.064,6012.683,6795.938,265,4387.1034198621,254,0.83,0.67,0.6,0.25,0.9
,https://chgik.ru/,0,16,3,3,,11,3,2,11,16,1,1,,1,3,2,5,6,21,22,,8,27,40,15,1,1,,1,3,8,2,1,1,1,0.17,0.64,0.47,0.98,0.16,1,0.00082734682852208,2406.791,3797.8825,2488.753,87,3585.2949816683,53.5,0.72,0.73,0.66,0.82,0.82,1,0.02,0.11,0.02,0.36,0.09,0.61,0.017884521484375,6817.748,13642.81,8594.134,301,10091.539060961,470.5,0.8,0.8,0.36,0.83,0.85
,http://astgmu.ru/,0,45,,4,,7,,51,2,61,,1,,1,,1,2,3,9,111,,1,74,135,77,2,,,1,6,10,5,2,,0.37,0.22,0.69,0.13,0.92,0.34,1,0.31536101286328,2228.07,3557.7595,4372.2215,121,2741.2912644328,35.5,0.9,0.6,0.51,0.27,0.83,1,0,0.02,0.01,0.05,0.07,0.51,0.0098656921386719,9063.138,20887.248,9399.4815,568,10918.022752928,586,0.9,0.53,0.31,0.33,0.85
,https://www.volgatech.net/,0,31,1,6,,24,2,13,54,70,1,1,,1,2,2,3,3,10,41,1,,18,90,91,6,,1,,4,9,5,1,,0.6,0.6,0.69,0.44,0.6,0.72,0.35,0.20692188349817,1441.256,3548.308,2604.472,221,1775.6996008871,448,0.64,0.67,0.51,0.36,1,0.82,0.19,0.09,0.08,0.01,0.38,0.03,0.13081270768907,4240.809,14634.895,6709.939,809,6604.1418572325,2863.323,0.64,0.67,0.22,0.42,0.99
,http://rostgmu.ru/,0,2,,,,,,,3,2,,,,,,,2,1,0,0,,,,,,,,,,,,,,,0.83,0.96,1,0.03,1,0.59,1,0.12477609896546,749.328,749.328,6899.935,31,2087.3467273488,0,0.89,0.87,0.69,0.27,0.83,1,0.81,0.02,0.68,0.39,0.1,0.87,0.026397196451823,2107.122,20044.648,3385.092,287,10019.065960406,231,0.89,0.8,0.67,0.25,0.82
,https://bashgmu.ru/,5,35,,8,,22,6,4,20,89,,1,,1,2,1,2,4,5,169,6,,20,172,69,,2,1,,4,9,4,,2,0.26,0.92,1,0.8,0.92,0.92,0.99,0.3923631854143,895.024,1264.638,1514.252,120,1246.4637483026,80,0.54,0.73,0.82,0.36,0.8,0.51,0.3,0.68,0.21,0.08,0.8,0.36,0.24485496309068,3700.625,5745.251,5360.251,514,4050.4388109123,809,0.64,0.73,0.42,0.33,0.82
,https://stgmu.ru/,1,64,1,1,,58,3,,48,12,1,1,,1,3,,3,3,2,66,92,1,5,73,5,1,1,3,1,3,7,2,1,1,0.03,1,1,0.94,1,0.99,1,0.9140903657662,415.202,475.0905,1035.565,49,883.09648226265,0,0.44,0.73,0.84,0.18,0.64,1,0.94,0.7,0.67,0.67,0.96,0.68,0.0094116985376828,1611.701,5570.929,3405.193,200,2846.2552437751,398,0.44,0.67,0.78,0.17,0.54
,http://omsk-osma.ru/,0,61,2,2,,53,1,,4,25,1,1,,2,1,,3,5,1,77,,,33,69,12,,,,,3,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,https://www.omgau.ru/,10,97,1,7,,89,11,,21,35,1,1,,1,2,,3,3,2,93,4,,5,166,38,,,2,,3,8,2,,,1,0.84,0.68,0.32,0.93,0.85,1,0.0016880672427007,1060.074,3611.3805,3075.198,117,1469.9870990491,56.5,0.52,0.8,0.77,0.18,0.82,1,0.28,0.02,0,0.04,0.32,0.43,0.0034744945508071,3783.741,21195.3865,22898.1605,598,7077.0016788023,699.5,0.52,0.73,0.34,0.17,0.69
,http://www.usurt.ru/,3,20,,2,,16,5,,20,42,,1,,1,3,,2,3,0,0,1,,,,,,1,1,,,,,,1,0.38,0.76,0.99,0.73,0.96,0.61,1,0.31129131348186,1182.693,1490.7370351562,1718.537,102,2038.3787852249,26,0.5,0.6,0.78,0,0.64,0.86,0.14,0.58,0.04,0.9,0.42,1,0.11590021044128,4611.514,6591.2585,7643.823,130,6331.0200027615,57.5,0.5,0.53,0.55,0,0.54
,https://www.timacad.ru/,0,65,1,2,,49,15,2,12,49,1,1,,2,3,1,2,4,36,77,1,,66,83,10,25,,1,,2,9,3,1,,1,0.46,0.02,0.03,0.64,0.03,0.65,0.02146059232453,1663.5335,11653.6705,6491.4365,209,5324.9594783742,270.5,0.74,0.8,0.4,0.73,0.91,0.8,0.05,0,0,0,0,0.07,0.13710717614395,5769.864,70464.9715,102018.0695,1110,30620.167198958,2130.239,0.74,0.73,0.15,0.67,0.91
,https://www.gukit.ru/,9,85,1,11,,34,12,,27,98,1,1,,1,2,,2,5,57,107,11,,144,42,3,1,,2,,4,7,1,1,,0.89,0.11,0.36,0.2,0.7,0.16,0.91,0.10269477633576,2690.556,5354.53,3810.74,190,3578.9241736898,145.5,0.68,0.67,0.52,0.64,0.75,0.66,0.02,0.02,0.03,0.01,0.06,0.1,0.18486326092083,6672.048,21391.0715,7777.776,757,10988.518035508,1836.5,0.68,0.6,0.15,0.58,0.77
,https://asou-mo.ru/,0,116,,4,,105,,,1,36,,1,,1,,,1,4,18,64,,,25,136,33,1,,,,2,10,1,1,,1,0.98,0.95,0.28,0.98,0.51,1,0.012228259380532,686.605,2103.843,3274.343,86,2273.2266366076,54,0.89,0.8,0.76,0.64,0.82,1,0.7,0.39,0,0.06,0.62,0.24,0,2421.503,8452.386,14897.386,550,5077.1063337008,1089.383,0.89,0.8,0.39,0.67,0.82
,http://www.ksma.ru/,4,0,2,2,,,4,,15,7,1,1,,,1,,3,4,5,95,1,1,8,171,2,2,1,1,1,3,10,1,1,1,0.92,0.99,1,0.85,1,0.86,1,0.093364040228223,565.538,581.038,1368.705,46,1421.1014243205,0,0.55,0.67,0.94,0,0.6,0.87,0.76,0.35,0.04,0.78,0.45,0.94,0.1124718999352,2256.362,8899.2455,7672.724,168,6117.8687368725,155.681,0.55,0.6,0.58,0,0.5
,https://dgmu.ru/,0,75,1,1,,70,1,1,17,11,1,1,,1,1,1,4,5,0,75,1,,6,95,5,3,1,1,,3,7,3,1,1,1,0.97,0.97,0.8,1,0.81,1,0.028752760937425,740.947,1889.753,1531.473,54,1552.4397099784,3,0.84,0.8,0.93,0.18,0.82,0.99,0.55,0.8,0.3,0.67,0.89,0.86,0.050452885095547,2852.445,4713.65,4824.001,200,3479.9200278055,234.5,0.86,0.8,0.71,0.33,0.91
,http://www.sgmu.ru/,9,2,,,,3,9,1,27,15,,,,2,1,1,3,2,14,2,,8,14,78,2,,1,,2,1,8,2,,1,1,1,1,0.99,1,1,1,0.011941471995321,369.9955,369.9955,697.315,19,687.06662535989,0,0.72,0.8,1,0,0.73,1,0.99,0.97,0.97,0.9,1,1,0.016877552051968,1225.9945,2773.1845,2014.4085,130,1670.8436120426,40,0.72,0.73,0.99,0,0.62
,http://www.vsau.ru/,11,66,1,2,,46,11,,27,43,1,1,,1,1,,3,5,11,24,2,,42,8,23,,,2,,5,4,2,,,0.18,0.58,0.91,0.19,0.85,0.48,0.94,0.48088848852013,1467.028,2409.1875,3851.337,146,2350.7363749184,124,0.85,0.67,0.55,0.27,0.64,1,0.19,0.13,0,0.04,0.18,0.18,0.020041507614983,4236.623,12983.6135,26898.708,613,8581.707085977,1327.3425,0.85,0.6,0.25,0.25,0.68
,http://vsuet.ru/,16,69,,,,54,26,,25,33,,,,1,5,,4,4,33,61,,,45,94,7,,,,,4,12,4,,,0.29,0.96,0.96,0.33,1,0.85,1,0.36989860998631,762.758,1948.165,3028.6615,58,1470.3283752586,4,0.57,0.67,0.7,0.45,0.82,0.28,0.36,0.55,0.03,0.4,0.55,0.79,0.38000674777561,3452.4735,6825.709,7914.3775,285,5487.6888070352,296.2995,0.57,0.6,0.43,0.5,0.83
,http://www.kgau.ru/,65,105,10,4,,53,66,,289,78,2,1,,1,2,,3,6,388,85,3,,422,2503,4,1,3,2,,4,18,3,1,2,0.63,0.72,0.42,0.62,0.84,0.92,0.35,0.19763454061577,1251.018,4954.149,2035.5485,152,1251.018,450,0.72,0.6,0.56,0,0.6,0.72,0.42,0.05,0.17,0,0.9,0,0.16508587603829,3236.972,17205.690553131,5686.692,979,3417.0807655596,5935.7737765656,0.72,0.6,0.29,0,0.5
,http://www.vavt.ru/,10,54,1,2,,50,10,1,36,29,1,1,,2,1,1,3,4,61,47,1,,69,55,30,2,1,1,,5,10,2,1,1,1,0.99,0.62,0.88,0.4,0.65,0.6,0.011346789561939,637.775,3900.619,1265.143,285,1930.9582028434,297,0.56,0.6,0.78,0,0.73,1,0.57,0.02,0,0.04,0.2,0.24,0.013358934313556,2809.822,20040.8085,18534.887,627,8294.770512073,1092.5,0.62,0.53,0.3,0,0.62
,https://www.kgufkst.ru/,0,120,,7,,40,1,1,13,106,,1,,1,1,1,2,3,21,123,,,102,52,7,1,1,,,2,7,3,1,1,0.02,0.96,0.99,0.62,1,0.78,1,1.1501732608176,757.579,1523.607,2028.454,67,1648.2497636593,22.5,0.82,0.73,0.73,0.36,1,0.01,0.73,0.34,0.01,0.25,0.6,0.46,1.3692153311835,2343.845,8984.067,8867.003,354,5186.6966339983,648,0.82,0.73,0.31,0.42,0.99
,https://dvgups.ru/,20,69,2,,,80,22,7,121,31,1,,,2,3,2,3,4,128,97,,1,145,142,49,,,,1,6,9,3,,,1,0.22,0.84,0.22,0.79,0.13,1,0.0075460622822953,2207.173,2832.337,3628.8245,166,3736.4423404151,58,0.56,0.67,0.62,0.36,0.82,1,0.03,0.12,0,0.01,0.08,0.37,0,6368.429,13247.149,13116.391,889,10552.718203693,806.5,0.56,0.6,0.28,0.33,0.83
,https://www.bgsha.com/,0,35,,3,,29,2,10,13,7,,1,,1,2,1,5,2,0,26,,,18,21,5,,,,,3,5,3,,,1,0.66,0.98,0.84,0.99,0.59,1,0.011989156607223,1346.807,1707.786,1402.719,75,2076.665192178,31,0.72,0.73,0.88,0.36,1,0.73,0.31,0.69,0.46,0.31,0.64,0.68,0.16160788853963,3670.856,5698.727,4147.911,322,4991.5507059764,403.5,0.72,0.73,0.59,0.42,0.98
,http://sgau.ru/,9,204,,14,,204,10,1,17,11,,1,,1,2,1,3,2,12,205,11,1,59,208,3,,1,1,1,8,8,3,,1,1,0.92,0.98,0.82,0.96,0.68,1,0.0160289887051,893.027,1714.726,1473.636,103,1873.6837904723,44,0.66,0.67,0.91,0.18,0.7,1,0.42,0.57,0.1,0.8,0.36,0.98,0.021830109359862,3267.787,6691.516,6460.071,164,6764.4411559125,106.7415,0.71,0.6,0.6,0.17,0.58
,https://kgik1966.ru/,2,57,,1,,52,5,,39,11,,1,,1,3,,3,3,10,69,,10,13,99,7,9,1,,1,4,9,3,1,1,1,0.72,0.93,0.59,1,0.21,1,0.0047690207942916,1248.83,2285.226,2126.726,56,3290.3165053392,3,0.74,0.67,0.78,0.36,0.7,0.43,0.35,0.64,0.21,0.07,0.11,0.24,0.28598845757378,3512.019,6081.827,5350.019,528,9647.8222626271,1086.263,0.73,0.67,0.3,0.42,0.73
,https://www.voenmeh.ru/,8,15,1,,,,8,,20,31,1,,,,1,,3,3,26,22,3,,46,17,3,12,,2,,5,6,2,1,,0.78,0.07,0.3,0.02,0.59,0.17,0.94,0.14376014125751,2956.02,5729.5105,6978.5625,224,3523.0612562826,126.5,0.76,0.67,0.46,0.36,0.82,0.02,0.01,0.03,0,0.02,0.04,0.2,1.1196544825236,7277.468,18688.7845,14593.736,748,11891.138258941,1231.562,0.83,0.67,0.07,0.42,0.85
,https://vivt.ru/,2,32,,1,,22,4,,3,31,,1,,1,3,,1,2,0,0,,,,,,,,,,,,,,,1,1,0.65,0.76,0.98,0.6,0.99,0.034338975178432,262.054,3764.865,1643.232,84,2066.2099162402,78.5,0.61,0.8,0.86,0.18,0.64,0.99,1,0.4,0,0.51,0.57,0.39,0.042147607167562,965.557,8299.4035,12040.602,247,5367.4983656421,755.5,0.6,0.8,0.46,0.25,0.54
,http://rgups.ru/,10,21,,1,,19,12,,5,32,,1,,2,3,,4,2,11,6,,,16,45,4,,,,,5,6,3,,,0.89,0.98,1,0.66,1,0.77,1,0.10529982632873,661.5615,808.6285,1916.0975,50,1667.1875003774,0,0.72,0.73,0.87,0.18,0.8,0.83,0.71,0.58,0.32,0.3,0.82,0.81,0.12758848741319,2396.2735,6589.906,4724.61,326,3931.2691437044,281,0.81,0.67,0.66,0.25,0.83
,https://www.gup.ru/,3,102,,3,,69,9,,4,47,,1,,1,3,,2,3,3,65,,1,42,83,38,3,1,,1,3,13,7,1,1,1,0.91,1,0.94,0.88,0.85,0.98,0.0018877962525477,913.601,1334.101,1052.601,137,1449.0460089139,87.5,0.74,0.8,0.96,0.36,0.82,1,0.37,0.76,0,0.03,0.67,0.27,0.0033372834523519,3440.393,5065.893,15259.393,656,4841.6180900326,1027.5,0.73,0.73,0.41,0.42,0.85
,http://ysmu.ru/ru/,7,29,,,,31,7,3,31,7,,,,2,1,2,3,1,7,30,,,18,45,1,,1,,,4,7,1,,1,1,0.92,0.99,0.94,1,0.91,1,0.0094962399080996,889.3745,1364.3165,1023.634,53,1261.4113765553,3,0.74,0.6,0.97,0,0.73,1,0.17,0.57,0.17,0.5,0.68,0.91,0.035943213851376,4358.988,6675.64,5694.881,250,4791.9356519043,191,0.74,0.53,0.61,0,0.62
,http://www.htvs.ru/,0,84,,,,43,2,,27,42,,,,2,2,,3,1,0,178,,,11,173,1,1,1,,,2,5,1,1,1,0.48,0.82,0.99,0.07,0.95,0.84,1,0.2590146705066,1089.854,1370.781,5389.562,109,1487.0720819006,44.25,0.8,0.73,0.65,0.27,0.82,0.72,0.1,0.2,0,0.17,0.35,0.36,0.16652026367188,4950.808,11336.903,14102.424,407,6785.6049930571,819.097,0.79,0.73,0.28,0.33,0.85
,http://www.vsuwt.ru/,11,42,20,5,,32,12,,30,47,1,1,,1,2,,3,6,14,98,15,,40,96,1,,3,1,,5,7,1,,2,0.89,0.55,0.01,0.09,0.48,0,0.01,0.10336161458692,1513.582,12458.4205,4990.743,256,8475.7671571044,1858.2345,0.52,0.73,0.22,0.18,0.9,1,0.04,0,0,0,0,0,0.0222265625,6050.724,49646.95,18648.534,1053,19410.568604823,23907,0.61,0.67,0.15,0.25,0.92
,https://pstgu.ru/,16,276,,7,,207,18,1,68,103,,1,,1,3,1,3,2,36,271,,38,109,293,22,3,,,1,5,12,3,3,,0.96,0.07,0.04,0.01,0.91,0.04,0.95,0.071535087158712,2941.665,10032.0815,8148.1605,125,4971.7628581481,117,0.75,0.73,0.45,0.36,0.82,0.66,0,0,0,0,0,0.13,0.18527942371368,13328.076,69565.4475,54792.259,1171,22796.385180354,1548.5,0.82,0.67,0.14,0.42,0.82
,https://nnsaa.ru/,0,88,3,12,,43,5,1,9,55,1,1,,1,2,1,5,4,0,147,36,,105,175,13,1,,2,,2,11,4,1,,1,0.47,0.43,0.11,0.45,0.2,0.17,0.0010853776790487,1647.286,4891.1455,4700.7325,266,3345.5823455923,657,0.83,0.67,0.34,0.45,0.92,1,0.05,0.01,0,0,0.02,0.01,0.011329352272881,5680.451,22482.744,21949.758,1008,13800.736609664,4896,0.84,0.67,0.16,0.5,0.91
,https://www.psuti.ru/,0,59,,9,,58,2,1,28,20,,1,,1,2,1,3,2,16,72,,,19,94,4,2,1,,,4,10,2,2,1,1,0,0.38,0.01,1,0.02,1,0.0026642180629461,5065.971,5174.973,8352.6405,47,5737.4408630561,14,0.83,0.6,0.49,0.36,0.92,1,0,0.17,0,0.55,0.02,0.76,0.016472320556641,9256.573,11868.3985,13469.7975,235,14213.763199019,323,0.83,0.67,0.4,0.42,0.91
,https://www.bsau.ru/,49,48,1,1,,25,51,2,31,68,1,1,,2,3,1,3,3,61,42,1,,111,70,6,2,,1,,7,6,5,1,,0.01,0.28,0.95,0.07,1,0.03,1,1.4114166826761,2056.29,2124.74,5236.75,21.5,5420.5035002307,0,0.53,0.73,0.45,0.36,0.73,,,,,,,,,,,,,,,,,,,
,https://sibsutis.ru/,22,72,1,,,72,24,,15,22,1,,,1,2,,4,1,27,34,,6,44,29,10,11,,,2,4,4,4,1,,0.37,0.55,0.73,0.01,0.5,0.45,0.73,0.31877880375594,1522.932,3355.1345,8287.649,250,2437.8020894071,232,0.79,0.8,0.45,0.45,0.73,1,0.02,0.1,0.08,0.02,0.21,0.24,0,6769.368,14074.875,6769.368,749,8124.5895356372,1105.5,0.79,0.8,0.28,0.5,0.75
,https://mir.ismu.baikal.ru/,59,55,,,,20,62,2,34,96,,,,1,2,1,3,4,64,54,2,3,108,128,15,1,1,2,1,4,11,9,1,1,0.6,0.13,0.8,0.01,1,0.35,1,0.20954097630846,2571.9445,3008.649,7784.525,51,2727.6262635676,18,0.53,0.6,0.52,0.18,0.73,0.54,0.04,0.06,0,0.2,0.32,0.89,0.2341631145963,5966.0995,16409.5935,16989.308,386,7083.5885551471,213.5,0.53,0.53,0.39,0.17,0.62
,http://smolgmu.ru/,2,86,,1,,26,2,13,131,68,,1,,2,1,1,3,2,9,92,1,76,96,115,195,,1,1,3,4,11,3,,1,1,0.97,0.99,0.92,1,0.97,1,0.0059925093632959,707.021,1358.597,1113.8525,51,1037.776033716,0.5,0.73,0.73,0.97,0,0.64,1,0.45,0.55,0.15,0.71,0.82,0.88,0.0045871544534009,3143.145,6806.095,5827.842,189,3949.322900299,215.5,0.7,0.67,0.63,0,0.54
,https://asmu.ru/,0,77,5,8,,32,,,32,103,1,1,,1,,,4,6,0,78,,7,52,133,6,,,,1,2,7,1,,,0.98,0.98,0.98,0.85,0.98,0.97,1,0.058246694381246,661.044,1671.783,1368.544,89,1019.6492566515,54,0.89,0.67,0.95,0.36,0.91,0.98,0.5,0.68,0.79,0.11,0.84,0.54,0.057993408203125,2988.21,5768.21,2988.21,471,3848.127229299,546.5,0.89,0.67,0.71,0.42,
,https://www.gitis.net/,24,178,1,,,125,25,13,4,75,1,,,1,2,1,4,3,42,111,,,132,51,31,6,,,,4,10,3,1,,0.19,0.99,0.81,0.03,0.67,0.62,0.93,0.47189281686202,615.244,2985.5325,6618.2762096252,201,2019.335377501,132,0.81,0.8,0.56,0.36,0.82,0.99,0.74,0.08,0,0.13,0.26,0.31,0.040629497528076,2327.85,14888.8485,37517.250709625,446,7584.2855469648,910,0.75,0.8,0.35,0.42,0.83
,https://rgup.ru/,1,70,,,,34,3,1,23,101,,,,2,3,1,3,4,4,70,,5,73,22,48,,2,,1,4,7,8,,1,0.4,0.96,0.99,0.61,0.87,0.96,0.92,0.30161182247985,762.65,1411.65,2063.65,141,1051.9916742162,140,0.73,0.73,0.78,0.36,0.82,0.58,0.5,0.72,0.55,0.33,0.88,0.31,0.21667192925347,2994.279,5392.279,3817.279,315,3576.2129516748,910.5,0.82,0.67,0.53,0.33,0.8
,http://www.volgau.com/,0,70,4,35,,14,,20,18,69,1,1,,2,,2,4,6,0,88,4,2,62,225,26,33,1,1,1,3,10,3,2,1,1,0.27,0.41,0.03,0.89,0.3,0.78,0.018147508676102,2071.591,5012.141,6659.071,134,2882.1541599275,209.5,0.83,0.73,0.49,0.36,0.83,0.99,0.01,0.02,0,0.1,0.09,0.12,0.049317858378092,7439.916,20130.7855,11574.673,484,10253.405722384,1655.253,0.83,0.67,0.2,0.42,0.84
,https://pfa.ru/,0,44,,1,,49,,2,17,8,,1,,2,,1,2,3,1,52,4,,6,95,8,1,2,1,,4,10,5,1,1,0.07,0.22,0.37,0.29,0.69,0.21,0.16,0.72147131598068,2207.809,5286.0742409668,3224.1545,193,3295.4221915467,672,0.88,0.6,0.21,0.36,0.92,0.38,0.02,0.12,0.02,0.15,0.12,0.12,0.31142436239454,6617.774,13359.351803207,8351.478,427,9435.1581998079,1676.5,0.98,0.6,0.12,0.42,0.93
,https://www.sportedu.ru/,2,54,,4,,19,47,,96,68,,2,,2,4,,4,4,50,78,,,120,96,89,,,,,5,8,6,,,0.46,0.53,0.27,0.18,0.54,0.1,0.91,0.26831261119334,1550.752,6040.047,3926.497,237,4024.6428875514,146,0.67,0.6,0.48,0.36,0.8,0.01,0.21,0,0,0,0,0.14,1.2776281687419,4157.107,33794.097,19543.742,1127,18433.209855146,1515.5,0.66,0.6,0.06,0.42,0.82
,http://nnovcons.ru/,1,22,1,2,,20,3,2,5,28,1,1,,1,2,2,4,5,3,116,1,,4,130,37,2,3,1,,3,9,5,1,2,1,0.84,0.98,0.71,0.9,0.75,0.95,0.0046468405647614,1057.143,1633.881,1790.167,130,1706.4049676984,119.5,0.59,0.73,0.87,0.36,0.82,0.2,0.25,0.64,0.06,0.73,0.64,0.85,0.45698053783841,3938.268,6102.7425,7079.257,182,5016.2290074181,250,0.63,0.73,0.45,0.42,0.84
,https://mi.university/,1,20,1,4,,17,1,1,3,14,1,2,,1,1,1,2,4,10,30,8,,33,233,18,3,,2,,4,11,5,1,,1,0.41,0.18,0.14,0.86,0.08,0.35,0.0013921362342016,1762.11,6854.06887397,4328.68,143,4262.9624753552,451.5,0.74,0.87,0.36,0.45,0.75,1,0.03,0.01,0.07,0.01,0.05,0.04,0.015003767649333,6247.033,24616.464,6866.632,792,11418.478360937,2810,0.74,0.87,0.19,0.5,0.79
,https://orensau.ru/,0,3,,,,1,1,,12,5,,,,1,1,,3,2,1,3,,,4,23,3,,1,,,3,4,2,,1,0.61,0.94,1,0.74,1,0.95,1,0.20605105086376,823.21,1047.303,1682.172,26,1101.0338082874,0,0.71,0.73,0.87,0.18,0.82,1,0.57,0.81,0.37,0.62,0.93,0.99,5.8070441077107E-5,2795.3235,4617.2605,4536.815,214,3149.2374000135,87.5,0.71,0.73,0.77,0.17,0.69
