page_name,page_url,axe_alt_els,axe_contrast_els,axe_els[AXE.INCOMPLETE_CRITICAL],axe_els[AXE.INCOMPLETE_MINOR],axe_els[AXE.INCOMPLETE_MODERATE],axe_els[AXE.INCOMPLETE_SERIOUS],axe_els[AXE.VIOLATIONS_CRITICAL],axe_els[AXE.VIOLATIONS_MINOR],axe_els[AXE.VIOLATIONS_MODERATE],axe_els[AXE.VIOLATIONS_SERIOUS],axe_err[AXE.INCOMPLETE_CRITICAL],axe_err[AXE.INCOMPLETE_MINOR],axe_err[AXE.INCOMPLETE_MODERATE],axe_err[AXE.INCOMPLETE_SERIOUS],axe_err[AXE.VIOLATIONS_CRITICAL],axe_err[AXE.VIOLATIONS_MINOR],axe_err[AXE.VIOLATIONS_MODERATE],axe_err[AXE.VIOLATIONS_SERIOUS],codesniffer_alt_els,codesniffer_contrast_els,codesniffer_els[WCAG.OPERABLE_ERROR],codesniffer_els[WCAG.OPERABLE_WARNING],codesniffer_els[WCAG.PERCEIVABLE_ERROR],codesniffer_els[WCAG.PERCEIVABLE_WARNING],codesniffer_els[WCAG.ROBUST_ERROR],codesniffer_els[WCAG.ROBUST_WARNING],codesniffer_els[WCAG.UNDERSTANDABLE_ERROR],codesniffer_err[WCAG.OPERABLE_ERROR],codesniffer_err[WCAG.OPERABLE_WARNING],codesniffer_err[WCAG.PERCEIVABLE_ERROR],codesniffer_err[WCAG.PERCEIVABLE_WARNING],codesniffer_err[WCAG.ROBUST_ERROR],codesniffer_err[WCAG.ROBUST_WARNING],codesniffer_err[WCAG.UNDERSTANDABLE_ERROR],lighthouse_desktop[audit-score_cumulative-layout-shift],lighthouse_desktop[audit-score_first-contentful-paint],lighthouse_desktop[audit-score_interactive],lighthouse_desktop[audit-score_largest-contentful-paint],lighthouse_desktop[audit-score_max-potential-fid],lighthouse_desktop[audit-score_speed-index],lighthouse_desktop[audit-score_total-blocking-time],lighthouse_desktop[audit-val_cumulative-layout-shift],lighthouse_desktop[audit-val_first-contentful-paint],lighthouse_desktop[audit-val_interactive],lighthouse_desktop[audit-val_largest-contentful-paint],lighthouse_desktop[audit-val_max-potential-fid],lighthouse_desktop[audit-val_speed-index],lighthouse_desktop[audit-val_total-blocking-time],lighthouse_desktop[cat-score_accessibility],lighthouse_desktop[cat-score_best-practices],lighthouse_desktop[cat-score_performance],lighthouse_desktop[cat-score_pwa],lighthouse_desktop[cat-score_seo],lighthouse_mobile[audit-score_cumulative-layout-shift],lighthouse_mobile[audit-score_first-contentful-paint],lighthouse_mobile[audit-score_interactive],lighthouse_mobile[audit-score_largest-contentful-paint],lighthouse_mobile[audit-score_max-potential-fid],lighthouse_mobile[audit-score_speed-index],lighthouse_mobile[audit-score_total-blocking-time],lighthouse_mobile[audit-val_cumulative-layout-shift],lighthouse_mobile[audit-val_first-contentful-paint],lighthouse_mobile[audit-val_interactive],lighthouse_mobile[audit-val_largest-contentful-paint],lighthouse_mobile[audit-val_max-potential-fid],lighthouse_mobile[audit-val_speed-index],lighthouse_mobile[audit-val_total-blocking-time],lighthouse_mobile[cat-score_accessibility],lighthouse_mobile[cat-score_best-practices],lighthouse_mobile[cat-score_performance],lighthouse_mobile[cat-score_pwa],lighthouse_mobile[cat-score_seo]
,https://www.nspu.ru/,9,19,,2,,10,14,7,12,12,,1,,1,2,3,3,3,9,24,,16,18,36,8,,1,,1,3,7,2,,1,0.12,0.9,0.62,0.08,0.99,0.58,1,0.57712054124449,940.163,3913.988,5056.674,78,2108.9748523258,33,0.8,0.8,0.55,0.73,0.91,0.04,0.55,0.03,0.02,0.34,0.07,0.76,0.87464596939087,2851.568,18804.063,8459.676,310,10760.400501665,331.5,0.8,0.73,0.3,0.67,0.92
,https://www.nstu.ru/,0,120,,4,,89,,1,1,37,,1,,1,,1,1,3,1,99,,,14,154,6,,1,,,3,6,3,,1,1,0.96,0.92,0.58,0.95,0.83,1,0.0021866393848474,765.072,2301.021,2154.376,109,1510.7548476095,49.5,0.96,0.8,0.87,0.64,1,0.17,0.78,0.25,0.01,0.52,0.61,0.45,0.48938542099389,2195.9105,10317.7,9425.9705,244,5166.4659042193,671.5,0.89,0.8,0.33,0.67,0.97
,https://www.nsu.ru/,6,95,,1,,64,7,,16,53,,1,,1,2,,4,2,8,143,1,5,23,251,52,,,1,1,4,12,7,,,0.54,0.91,0.57,0.08,0.82,0.59,0.81,0.2334949518386,904.713,4150.979,5104.713,156,2082.3446036176,196,0.8,0.73,0.55,0.36,0.83,0.05,0.25,0.08,0,0.04,0.45,0.21,0.834375,3927.844,15221.1315,18252.844,606,6143.6427557059,1185.5435,0.77,0.67,0.15,0.42,0.85
,https://norvuz.ru/,1,14,,3,,3,2,,8,19,,1,,1,2,,3,4,17,93,,,29,100,5,,2,,,4,9,3,,2,0.85,0.94,1,0.53,1,0.86,1,0.11803330942705,823.93,823.93,2302.02,36,1430.8466388308,0,0.56,0.8,0.84,0.36,0.82,0.52,0.7,0.25,0,0.55,0.47,0.7,0.24074202473958,2429.244,10316.0635,14386.482,234,5964.9642629315,379.9485,0.66,0.73,0.43,0.42,0.83
,http://www.iate.obninsk.ru/,0,60,,1,,13,1,,25,70,,1,,1,1,,3,2,49,82,1,,82,79,6,4,,1,,3,11,3,1,,1,0.43,0.5,0.48,0.96,0.51,0.98,0.00022481896247608,1720.644,4498.251,2455.2655,100,2273.2179995332,85.5,0.89,0.73,0.71,0.18,0.82,1,0.11,0.02,0,0.04,0.19,0.32,0.00030187161763509,4938.026,20921.284,11369.082,608,8351.3025267425,898,0.89,0.67,0.28,0.25,0.84
,https://www.omgtu.ru/,15,11,5,,,10,15,1,35,38,1,,,2,1,1,3,4,17,31,5,26,23,51,21,7,2,1,1,5,6,3,1,2,1,0.82,0.46,0.25,0.87,0.54,0.48,0.0081844302357232,1097.501,4700.48,3478.3195,140,2207.3226484285,362.5,0.61,0.73,0.54,0.18,0.82,1,0.1,0.05,0,0.06,0.16,0.02,0.0015334523957576,5032.08,17383.432,14925.3305,549,8809.3775353928,3518.62,0.61,0.67,0.19,0.17,0.69
,http://omgpu.ru/,0,32,1,4,,13,,7,62,20,1,1,,1,,2,3,2,1,55,2,,38,46,14,13,,2,,4,8,5,1,,0.37,0.81,0.49,0.23,0.42,0.72,0.84,0.31635047094789,1104.154,4575.45,3601.538,277,1782.910369923,179,0.93,0.8,0.57,0.73,0.91,0.07,0.06,0.01,0,0,0.11,0.01,0.72157524956597,5664.4475,25371.9585,23218.879,1815,9629.9243222001,4140,0.93,0.73,0.03,0.67,0.91
,https://omsu.ru/,0,111,,1,,53,,,7,69,,1,,2,,,3,3,11,103,,5,63,56,2,,1,,1,3,3,2,,1,1,0.84,0.99,0.5,1,0.64,1,0.013611497051409,1061.246,1608.7135,2399.992,54,1969.1695379423,2,0.85,0.67,0.82,0.18,0.91,0.92,0.07,0.21,0.01,0.84,0.17,0.93,0.089493880988196,5438.854,11079.854,10134.354,150,8629.0117432498,169.5,0.85,0.6,0.46,0.17,0.77
,https://ospu.ru/,1,66,7,1,,61,7,,1,31,3,1,,1,3,,1,2,1,73,1,,12,81,29,,,1,,4,9,5,,,0.11,0.08,0.2,0.01,0.97,0.02,0.99,0.60012064419088,2885.445,6731.018,8062.3655,95,5726.5911360029,67.5,0.84,0.73,0.35,0.73,0.8,0.44,0,0.01,0,0.15,0.01,0.23,0.27693925730387,12125.9015,24726.11,27020.6005,420,16362.603008926,1119.397,0.84,0.67,0.14,0.75,0.8
,http://www.osu.ru/,21,255,7,,,288,22,,70,13,2,,,2,2,,3,4,52,273,2,2,60,316,2,,1,1,1,4,12,2,,1,0.43,0.8,0.56,0.82,0.67,0.56,0.99,0.28584359419689,1127.402,4183.687,1460.2145,199,2161.8185634219,78,0.59,0.6,0.76,0,0.82,0.52,0.73,0.01,0.37,0.12,0.14,0.31,0.24225530224525,2357.82,23138.459,4517.8,454,9062.0026790092,925,0.59,0.53,0.35,0,0.69
,https://ggtu.ru/,0,0,,,,,,,,,,,,,,,,,58,51,,1,98,35,2,2,,,1,3,8,1,1,,0.53,0.88,1,0.23,0.84,0.44,1,0.23628961027081,971.083,1340.6545,3559.0725,150,2463.3447852878,50,0.69,0.6,0.67,0.18,0.73,0.88,0.8,0.78,0.94,0,0.46,0.46,0.10677955560671,2156.68,4910.4745,2233.7775,965,6027.8158223437,659.5,0.69,0.53,0.71,0.17,0.62
,http://oreluniver.ru/,1,63,,1,,33,1,,19,60,,1,,1,1,,4,4,66,47,,,95,58,26,5,1,,,2,9,4,1,1,0.99,0.92,0.76,0.79,0.99,0.67,1,0.046961058278888,894.45,3243.3165,1544.46,69,1896.9010904084,21,0.72,0.67,0.88,0.18,0.82,0.74,0.39,0.1,0.22,0.29,0.31,0.49,0.15674913183848,3356.887,13996.1205,5294.279,330,7104.5737712419,610.5,0.81,0.67,0.39,0.25,0.81
,https://pnzgu.ru/,5,39,,2,,36,7,5,32,42,,1,,1,3,2,4,4,32,31,1,38,39,87,68,,,1,3,5,9,5,,,0.21,0.44,0.41,0.05,0.78,0.46,0.97,0.44316455471145,1710.434,5027.6495,5856.928,169,2403.3760414863,100.5,0.52,0.6,0.47,0.45,0.9,0.02,0.06,0.01,0,0.02,0.16,0.29,1.0389871080187,5572.194,23215.299,16784.695,710,8792.2470472765,967,0.65,0.53,0.11,0.5,0.92
,http://www.pguas.ru/,29,2,1,7,,1,32,1,36,3,1,2,,1,4,1,4,3,45,74,1,26,107,51,24,2,,1,2,5,9,5,1,,0.3,0.44,0.98,0.34,1,0.18,1,0.36389096087905,1702.621,1702.621,3017.83,46,3417.9969607455,0,0.61,0.53,0.59,0.18,0.73,0.11,0,0.09,0,0.33,0.02,0.81,0.59269756454892,8668.939,14319.853,14836.609,312,13565.773781964,282.5,0.61,0.53,0.27,0.17,0.76
,https://pspu.ru/,0,28,,10,,19,3,,7,10,,1,,1,2,,4,2,4,27,,,18,25,4,,1,,,3,5,3,,1,0.99,0.71,0.98,0.46,0.97,0.86,1,0.048632262504764,1262.3745,1783.5675,2546.433,96,1441.8561321609,23,0.74,0.67,0.82,0.18,0.82,0.95,0.5,0.77,0.14,0.56,0.9,0.91,0.078515148679292,2991.0985,5005.341,5964.118,232,3401.4089480371,190.06,0.74,0.6,0.67,0.17,0.69
,https://pstu.ru/,2,27,,,,26,4,,,7,,,,1,2,,,2,8,45,,,16,91,9,2,,,,4,6,4,1,,1,0.97,0.99,0.84,0.98,0.91,1,0.0010143354156575,723.282,1447.633,1387.859,88,1292.3070706603,19,0.71,0.87,0.95,0.36,0.91,1,0.63,0.46,0.01,0.6,0.66,0.9,0.0081082516464797,2615.464,7719.894,10213.188,221,4857.7540545006,198,0.66,0.8,0.6,0.33,0.9
,http://www.psu.ru/,2,149,1,,,162,3,1,18,2,1,,,2,2,1,3,2,7,19,1,,15,31,3,7,,1,,4,8,2,1,,0.93,0.56,0.9,0.21,0.78,0.59,1,0.084967010703606,1499.135,2459.751,3719.692,168,2083.4525366743,60.5,0.62,0.67,0.7,0,0.73,1,0.36,0.22,0.03,0.11,0.43,0.42,0.0010553836214563,3454.8185,10863.6405,7997.3805,462,6257.7109785895,705.747,0.62,0.53,0.38,0,0.62
,https://www.pskgu.ru/,7,59,,,,58,8,,27,19,,,,1,2,,3,4,16,59,4,,22,128,11,,1,2,,4,12,5,,1,0.04,0.14,0.46,0.11,0.9,0.19,0.99,0.88877351870555,2519.5095,4697.1465,4722.923,130,3404.5440151308,75.5,0.69,0.6,0.41,0.36,0.73,0.02,0.01,0.08,0,0.15,0.09,0.47,1.0264425544739,7814.653,15169.36,14653.0835,426,10180.09851905,643,0.69,0.6,0.16,0.42,0.76
,http://pushgu.ru/,0,21,,11,,16,2,,67,35,,1,,1,1,,4,3,0,177,,,23,177,40,,1,,,3,10,4,,1,1,0.92,0.58,0.02,0.78,0.13,0.88,0.031937597660243,892.237,4101.3825,7386.5135,168,3766.2830863448,163,0.86,0.8,0.58,0.27,1,1,0.13,0.02,0,0.22,0.03,0.07,0.012744140625,4694.556,20378.6945,21776.741,371,12793.891272617,2065.994,0.89,0.8,0.19,0.33,0.96
,https://pgu.ru/,10,85,,1,,19,11,3,41,117,,1,,1,2,1,3,3,51,86,,3,129,74,21,,,,1,5,8,3,,,0.27,0.77,0.94,0.69,0.59,0.58,0.94,0.38649883238604,1175.976,2195.855,1836.864,224,2097.225955176,122.616,0.66,0.8,0.72,0.36,0.82,0.75,0.18,0.33,0,0.04,0.65,0.42,0.15516755845812,4347.618,9204.998,10658.782,602,4926.408201666,719.5,0.85,0.67,0.35,0.42,0.9
,http://www.rshu.ru/,50,0,,1,,,50,,2,21,,1,,,1,,2,3,62,196,,,72,282,4,,1,,,5,14,1,,1,1,0.94,0.97,0.72,1,0.71,1,0.024385081641016,841.799,1823.4845,1764.688,66,1793.8136843738,9.5,0.71,0.53,0.89,0,0.73,0.54,0.28,0.31,0.25,0.38,0.41,0.68,0.23148807761607,3787.636,9403.792,5145.536,291,6371.0652754378,406,0.71,0.47,0.45,0,0.62
,https://www.rsuh.ru/,11,50,1,3,,45,12,4,30,34,1,1,,1,2,1,3,4,11,50,1,4,19,52,34,,1,1,1,3,6,3,,1,1,0.51,0.9,0.76,0.97,0.62,1,0.013130438493838,1585.649,2461.343,1630.483,94,2008.9522524611,44,0.62,0.87,0.84,0.36,0.82,0.99,0.13,0.1,0.01,0.23,0.31,0.19,0.051629333496094,4671.14,14082.939,8929.15,364,7158.0164076468,1255.5,0.72,0.87,0.26,0.33,0.85
,https://www.herzen.spb.ru/,7,26,,1,,22,7,,9,12,,1,,1,1,,3,2,15,29,,,27,25,9,2,,,,5,9,4,1,,1,0.76,0.61,0.05,1,0.34,1,0.018651441256641,1192.299,3969.7665,5811.62,61,2763.0943734942,5.5,0.82,0.73,0.63,0.36,0.73,0.19,0.89,0.07,0.12,0,0.15,0.33,0.47285117530823,1843.533,15444.1615,6196.173,1055,8980.0146400964,868.5,0.73,0.8,0.27,0.33,0.74
,https://www.rsvpu.ru/,33,57,,2,,53,34,1,55,37,,1,,1,2,1,3,4,41,74,,,46,83,8,2,1,,,4,8,3,1,1,0.96,0.93,0.95,0.42,1,0.92,1,0.074254125047044,872.3325,2074.34,2664.901,57,1237.4057172281,7,0.7,0.67,0.83,0.18,0.75,0.39,0.48,0.62,0.64,0.18,0.87,0.54,0.30372593106275,3069.975,6267,3508.425,398,3633.2708910566,549.31,0.78,0.6,0.58,0.17,0.64
,https://mgutupenza.ru/,8,37,,3,,37,8,56,5,9,,1,,1,1,2,3,1,8,24,1,,9,67,67,,,1,,2,6,4,,,0.01,0.71,0.51,0.2,0.31,0.56,0.54,1.3458145548569,1264.622,4443.826,3769.905,321,2143.7044784294,325,0.92,0.67,0.39,0.45,0.92,0.11,0.18,0.04,0.01,0,0.29,0.06,0.61038119485643,4354.183,17781.161,9467.7725,1179,7328.5314534177,2337.5,0.78,0.67,0.09,0.42,0.83
,https://www.gubkin.ru/,27,142,10,4,,86,27,,12,113,1,1,,1,1,,3,7,36,115,,,139,71,20,1,1,,,5,11,3,1,1,0.41,0.49,0.38,0.02,0.88,0.18,0.97,0.29594435237092,1612.7585,5162.1975,7574.2495,139,3445.067637126,101.5,0.85,0.67,0.46,0.45,0.82,0.94,0.09,0.25,0,0.1,0.13,0.29,0.081154858178984,5097.6445,10232.8145,36891.306,474,9288.0121602982,966,0.85,0.6,0.28,0.42,0.84
,http://www.rudn.ru/,34,209,,10,,200,16,2,20,106,,2,,1,1,2,4,4,19,197,,18,104,172,76,2,2,,1,7,10,3,1,1,1,0.96,0.9,0.42,0.98,0.44,1,0.01478396401941,765.709,2458.8355,2665.895,86,2471.0726276407,38,0.86,0.8,0.79,0.36,0.83,0.99,0.61,0.24,0,0.19,0.38,0.37,0.050419183519151,2682.98,10531.884,12769.98,390,6624.553270064,789,0.82,0.73,0.38,0.42,0.84
,https://muctr.ru/,0,2,,,,,,,3,2,,,,,,,2,1,0,0,,,,,,,,,,,,,,,0.4,0.54,0.16,0.1,0.22,0.02,0.36,0.30209353058856,1526.134,7169.7438494797,4735.134,369,5860.6725850989,441,0.72,0.73,0.27,0.82,0.82,0.55,0.1,0,0,0.01,0,0.01,0.22928563753764,5023.578,35853.187,24449.681,800,17441.902163589,4476,0.7,0.73,0.1,0.83,0.85
,http://rtsu.tj/,4,57,,,,16,5,11,22,61,,,,1,2,2,2,4,5,79,2,1,73,40,13,26,1,1,1,4,5,4,1,1,1,0.52,0.93,0.24,0.92,0.52,1,0.0020848431452079,1563.544,2265.282,3499.877,121,2249.3135745512,40,0.65,0.67,0.71,0,0.73,0.98,0.19,0.42,0,0.18,0.35,0.42,0.060583409734581,4282.042,8145.9915,24501.181,401,6843.673594107,706,0.65,0.6,0.37,0,0.62
,http://www.raai.sfedu.ru/,3,37,6,6,,38,3,,6,15,1,1,,2,1,,3,5,6,35,4,,6,133,,,1,1,,1,9,,,1,1,0.91,0.15,0,0.52,0.22,0.04,0.0050742751336111,920.759,7285.5895,10908.2215,243,3210.2879661971,1157.665,0.63,0.6,0.29,0,0.7,1,0.7,0,0,0,0.06,0,0,2445.615,27516.123115845,22461.8,1113,11333.248656492,8881,0.63,0.53,0.23,0,0.58
,https://sfedu.ru/,0,57,,1,,35,2,,2,24,,1,,1,2,,2,2,0,65,,2,56,34,9,2,1,,1,2,9,4,1,1,0.87,0.86,0.47,0.65,0.63,0.05,0.97,0.11340730799685,1015.6425,4644.17,1949.4915,210,4772.5811736356,102,0.84,0.73,0.72,0.45,0.82,1,0.13,0,0,0,0,0.14,0.0063514782587687,4719.964,132807.4065,15555.7155,1202,28454.698659083,1527.5,0.84,0.73,0.21,0.5,0.83
,https://rsue.ru/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.36,0.02,0.55,0.01,1,0,1,0.32411490706431,3753.0985,4227.7535,8838.939,40.5,10098.02591129,7.5,0.67,0.6,0.41,0.36,0.73,0.67,0.01,0.12,0,0.74,0.01,0.99,0.1822590637207,7884.241,13320.729,27826.544,181,16718.513400042,82,0.8,0.67,0.41,0.42,0.74
,https://www.rsatu.ru/,1,1,,7,,1,2,,8,10,,1,,1,2,,3,3,1,57,,,2,71,5,,2,,,2,6,3,,2,0.1,0.71,0.96,0.17,0.89,0.5,0.98,0.618877374708,1265.211,1982.3,4002.391,134,2311.7675906439,86.5,0.58,0.73,0.57,0.36,0.82,1,0.15,0.46,0,0.19,0.37,0.61,0.0065381863911947,4516.904,7726.8495,16916.664,392,6658.7039458401,468,0.7,0.73,0.43,0.42,0.83
,http://www.rsreu.ru/,14,92,,2,,92,15,4,24,11,,1,,1,2,2,3,2,14,100,,58,15,105,5,1,,,1,3,5,3,1,,0.99,0.99,0.89,0.51,0.97,0.76,1,0.041428566424112,619.8825,2512.7305,2381.71,95,1683.8058785229,25,0.58,0.73,0.84,0.09,0.73,1,0.53,0.2,0,0.64,0.4,0.9,0.03874975376566,2899.002,11248.703,11635.846,209,6440.6404303456,203.5,0.58,0.67,0.53,0.08,0.62
,http://www.rsu.edu.ru/,0,2,1,,,2,1,,7,6,1,,,1,1,,5,1,5,20,,,10,44,7,,,,,2,8,4,,,1,0.02,0.22,0.04,0.97,0,0.8,0.034812347955565,3835.819,6477.96,6210.8865,94.5,7696.0041031546,200.5,0.89,0.73,0.42,0.36,0.92,0.88,0.02,0.01,0,0.01,0,0.1,0.10712585449219,6883.322,23004.189,13847.06,926,18137.323724344,1843.5,0.89,0.67,0.17,0.42,0.92
,https://samgtu.ru/,3,61,1,,,34,9,,49,65,1,,,1,2,,3,4,50,64,2,,80,62,34,,1,1,,4,6,2,,1,0.61,0.97,0.37,0.13,0.44,0.77,0.39,0.20478855049256,707.0985,5239.799,4379.9795,271,1662.8302303205,420.5,0.7,0.8,0.45,0.36,0.8,0.58,0.81,0.01,0.76,0.01,0.53,0.03,0.21765846252441,2116.5905,23215.922,3096.0905,902,5645.2895166627,3018.5,0.7,0.8,0.42,0.42,0.81
,http://www.sseu.ru/,1,93,,3,,57,1,,40,63,,1,,1,1,,5,4,41,96,1,11,90,91,9,,,1,1,4,8,2,,,1,0.89,0.84,0.7,0.98,0.62,1,0.005979338260215,961.554,2826.5325,1804.209,90,2016.6915225341,20,0.67,0.6,0.86,0,0.73,1,0.2,0.06,0.01,0.64,0.06,0.84,0.0017038858739639,4211.092,16203.075,10220.706,207,11038.392664175,252,0.67,0.53,0.44,0,0.62
,https://ssau.ru/,8,77,,4,,57,9,,30,58,,1,,1,2,,3,3,25,218,,,37,294,23,,,,,3,7,4,,,0.39,0.48,0.8,0.42,0.92,0.44,0.84,0.30500310986924,1630.838,3056.5245,2672.535,123,2469.5046830754,179.5,0.77,0.67,0.59,0.36,0.73,0.1,0.13,0.22,0,0.56,0.01,0.48,0.61414816856384,4701.455,10882.823,17914.346,230,14861.275977574,621,0.79,0.67,0.2,0.42,0.76
,https://www.pgsga.ru/,1,69,,,,69,3,4,10,14,,,,1,3,2,4,3,1,34,1,,30,30,5,,1,1,,2,7,3,,1,0.93,0.97,1,0.8,1,0.95,1,0.085776415626773,702.488,702.488,1532.9395,45,1132.7364211603,0,0.5,0.67,0.93,0.18,0.73,0.98,0.68,0.86,0,0.61,0.92,0.95,0.060095470701145,2489.276,4232.08,11429.446,216,3192.6510513889,149,0.5,0.6,0.68,0.17,0.62
,https://www.smtu.ru/,102,490,,12,,490,105,1,3,8,,2,,1,3,1,1,2,102,474,,,147,539,2,,,,,5,8,1,,,1,0.99,0.97,0.79,0.98,0.89,0.98,0.00055148167498015,587.665,1873.2165,1556.16,89,1352.6881803249,84.5,0.76,0.87,0.93,0.45,0.82,1,0.87,0.32,0.04,0.2,0.83,0.11,0.00019799974229601,1925.954,9213.701,7518.604,385,3876.4813434677,1725.705,0.74,0.87,0.4,0.5,0.81
,https://spbftu.ru/,10,781,18,,,774,10,8,20,68,1,,,1,1,1,3,5,28,13,1,31,114,47,40,5,,1,3,7,7,3,1,,0.07,0.35,0.34,0.2,0.11,0.13,0,0.71361708591087,1884.537,5478.143,3767.706,472,3738.9309509194,1935.759,0.87,0.67,0.14,0.45,0.83,0.26,0.11,0.03,0,0,0.03,0,0.39349365234375,4882.049,19233.108,10982.357,4143,12563.961476236,9060.871,0.86,0.6,0.06,0.42,0.84
,https://www.ghpa.ru/,1,71,,1,,64,1,1,10,14,,1,,1,1,1,3,2,1,63,,,8,64,11,1,2,,,3,6,3,1,1,0.21,0.99,0.99,0.71,0.44,0.77,0.9,0.44100220358106,602.577,1556.577,1774.577,271,1654.1501172938,148.5,0.82,0.8,0.75,0.45,0.91,0.65,0.71,0.57,0.05,0,0.62,0.39,0.18820523664686,2411.078,6707.772,7309.188,1070,5085.5547841761,760,0.82,0.8,0.42,0.5,0.91
,https://www.spbgasu.ru/,0,95,1,2,,94,2,1,24,16,1,1,,1,1,1,2,3,10,96,1,10,14,189,16,3,,1,3,2,9,4,2,,1,0.3,0.91,0.19,0.98,0.48,1,0.015887697752899,1997.31,2408.367,3891.289,84.5,2343.9707881244,34.5,0.86,0.53,0.67,0.18,0.91,0.47,0.05,0.25,0,0.56,0.23,0.51,0.26171063486735,5885.8735,10330.072,12251.1435,230,7855.5172691541,583,0.76,0.47,0.28,0.42,0.92
,https://www.spmi.ru/,22,167,,6,,171,23,29,51,35,,1,,2,2,3,5,3,56,137,1,,66,152,3,5,,1,,3,10,2,2,,0.25,0.49,0.53,0.05,0.52,0.24,0.96,0.40129444692909,1612.973,4354.9485,5699.2695,244,3119.9955088415,109,0.8,0.8,0.46,0.36,0.83,0.39,0.02,0.01,0,0,0.02,0.24,0.3078125,6624.513,24781.127,25754.7555,1094,13611.014802751,1087.5,0.8,0.8,0.14,0.33,0.83
,https://unecon.ru/,4,152,,7,,39,8,6,164,124,,1,,1,3,1,3,3,38,227,,15,156,133,17,3,,,3,6,10,5,1,,0.43,0.97,0.7,0.89,0.64,0.56,0.79,0.28550330125829,732.709,3499.9535,1223.139,207,2152.6603518107,206.5,0.43,0.67,0.75,0.18,0.75,0.43,0.56,0.05,0.5,0.04,0.13,0.1,0.28574223598293,2830.4435,16747.2665,4003.466,613,9287.238552656,1839.5,0.43,0.6,0.29,0.17,0.64
,https://itmo.ru/,2,88,,,,64,3,6,19,45,,,,1,2,3,7,2,1,102,4,,36,125,36,2,3,2,,5,9,5,1,1,1,0.7,0.55,0.18,0.95,0.42,0.86,0.0053391497837839,1276.559,4251.9725,3943.7225,106,2512.1095017875,169,0.83,0.8,0.62,0.45,0.75,0.26,0.51,0.04,0,0.18,0.36,0.03,0.39482786814372,2960.449,17931.447,17009.71,399,6727.4522288414,2850,0.82,0.6,0.14,0.5,0.75
,https://www.spbstu.ru/,0,57,,,,38,10,12,2,37,,,,1,4,1,2,4,3,49,,,11,64,23,,1,,,2,9,4,,1,0.36,0.77,0.44,0.01,0.84,0.07,0.97,0.325661887573,1177.116,4857.488,8276.9475,152,4364.6758779704,101,0.72,0.73,0.48,0.73,0.92,0.11,0.43,0,0,0.04,0,0.31,0.60237417602539,3215.44,30559.508,43205.512,617,27274.7849193,921.5,0.87,0.67,0.15,0.75,1
,https://spcpu.ru/,1,29,,10,,25,1,6,15,12,,1,,1,1,1,4,4,1,132,1,2,6,140,5,1,1,1,1,3,8,2,1,1,0.34,0.85,0.77,0.3,0.85,0.61,0.87,0.33297805173943,1032.029,3189.3105,3164.1815,147,2028.265827985,167.5,0.44,0.8,0.61,0.27,0.73,0.4,0.74,0.17,0,0.1,0.39,0.32,0.29895558294861,2325.34,11821.664,10711.401,475,6508.8474736987,889,0.44,0.67,0.29,0.25,0.62
,http://technolog.edu.ru/,3,131,1,,,154,6,1,54,37,1,,,2,2,1,3,2,28,148,,1,39,168,7,,,,1,5,8,5,,,1,0.55,0.98,0.73,0.99,0.52,1,0.024365117951115,1523.482,1794.4415,1722.309,68,2246.8413871026,17.5,0.64,0.6,0.84,0,0.73,1,0.01,0.1,0,0.57,0.17,0.8,0.024119410317828,7223.249,13985.1615,10393.2155,229,8618.5527845131,296,0.64,0.53,0.42,0,0.62
,http://gturp.spb.ru/,0,25,,,,22,,,10,3,,,,1,,,3,1,0,27,,,12,46,11,1,1,,,2,10,6,1,1,0.49,0.99,0.93,0.71,1,0.92,1,0.2565595018227,634.518,2244.6765,1778.39,67,1238.251775631,5.5,0.96,0.67,0.84,0.36,0.82,0.06,0.8,0.07,0.01,0.38,0.33,0.48,0.75651963975694,2150.014,15826.1365,9758.1045,294,6971.1218492706,620.5,0.96,0.67,0.28,0.42,0.83
,https://spbu.ru/,0,121,,1,,87,1,,7,78,,1,,1,1,,2,3,0,120,,,36,117,73,1,,,,2,11,4,1,,0.03,0.99,0.66,0.09,0.95,0.54,1,1.0126708298228,616.804,3719.739,4897.369,107,2198.8568436303,40,0.85,0.8,0.55,0.64,0.83,0.2,0.85,0.5,0.17,0.36,0.74,0.39,0.45517578125,1995.598,7328.392,5715.674,299,4430.902692675,765.1215,0.85,0.8,0.4,0.67,0.85
,https://new.guap.ru/,0,84,,1,,77,,,18,22,,1,,1,,,3,3,0,62,,,3,124,19,4,1,,,3,9,3,2,1,1,0.74,0.99,0.53,1,0.53,1,0.0051535087326594,1215.821,1540.879,2293.774,50,2221.7065143024,0,0.93,0.73,0.81,0.36,0.82,1,0.59,0.53,0.02,0.45,0.51,0.77,0.002488817109002,2736.63,7062.758,8372.635,265,5718.8825480979,319.5,0.93,0.8,0.55,0.33,0.83
