title;custom__category;base_url;custom__name_en;custom__unirank;custom__forbes_rank;custom__raex_rank;custom__qs_rank;custom__the_rank;custom__city;custom__region;page__1;page__2;page__3;site_error;vi_not_work;vi_found;vi_m_f;vi_b_f;vi_is_panel;vi_is_apply_changes;vi_is_reload;vi_is_cross_pages;vi_font_sizes;vi_color_schemes;vi_pictures_modes;vi_font_sizes_wc;vi_color_schemes_wc;vi_pictures_switch_wc;vi_line_spacing;vi_letter_spacing;vi_scroll;vi_scale_br;vi_another_content;vi_fonts_switch;site_engine;vi_source;site_lang;site_front;site_crm
Новосибирский государственный университет архитектуры, дизайна и искусств им. А. Д. Крячкова;архитектурный;http://nsuada.ru/;;;;;;;Новосибирск;54;http://nsuada.ru/;http://nsuada.ru/abitur/;http://nsuada.ru/obuchayushchemusya/;;;1;1;1;1;1;;1;3;;2;0;;0;;;;;;;1c-bitrix;;php;;
Новосибирский государственный архитектурно-строительный университет (Сибстрин);архитектурный;http://www.sibstrin.ru/;Novosibirsk State Architectural University;250;;;;;Новосибирск;54;http://www.sibstrin.ru/;https://new.sibstrin.ru/abitur/;http://www.sibstrin.ru/student/;;;1;1;1;1;;1;1;3;2;;1;1;;;1;;;;;;;php;;
Новосибирский государственный педагогический университет;гуманитарный;https://www.nspu.ru/;Novosibirsk State Pedagogical University;57;;;;;Новосибирск;54;https://www.nspu.ru/;https://nspu.ru/abiturientu/;https://nspu.ru/students/;;;1;1;1;1;1;1;1;3;5;3;1;1;1;1;1;;1;1;2;1c-bitrix;slabovid.ru (mibok);php;;
Новосибирский государственный технический университет;общий технический;https://www.nstu.ru/;Novosibirsk State Technical University;33;43;42;22;9;Новосибирск;54;https://www.nstu.ru/;https://www.nstu.ru/entrance/entrance_all/bachelor;https://www.nstu.ru/studies;;;1;1;1;1;1;0;1;10;5;3;1;1;1;1;1;;;;2;;isvek.ru (bvi);php;;
Новосибирский Государственный Университет (НГУ);общий;https://www.nsu.ru/;Novosibirsk State University;11;16;11;3;7;Новосибирск (Академгородок);54;https://www.nsu.ru/;https://www.nsu.ru/n/education/apply/bachelor/;https://www.nsu.ru/n/education/departments-sections/;;;1;1;1;1;1;1;1;3;5;3;1;1;1;1;1;;;1;2;1c-bitrix;slabovid.ru (mibok);php;;
Норильский индустриальный институт;спец технический;https://norvuz.ru/;;;;;;;Норильск;24;https://norvuz.ru/;https://norvuz.ru/abitur/;https://norvuz.ru/vne-ucheby/;;;1;1;1;1;1;;1;3;3;2;1;1;1;;;;;;;1c-bitrix;bitrix special-aaVersion;php;;
Обнинский институт атомной энергетики НИЯУ МИФИ;гуманитарный;http://www.iate.obninsk.ru/;;;;;;;Обнинск;40;http://www.iate.obninsk.ru/;http://www.iate.obninsk.ru/node/252;http://www.iate.obninsk.ru/node/51;;;1;1;1;;1;1;1;;;;;;;;;;;;;drupal;;php;;
Омский государственный технический университет;общий технический;https://www.omgtu.ru/;Omsk State Technical University;110;;;;9;Омск;55;https://www.omgtu.ru/;https://www.omgtu.ru/entrant/;https://www.omgtu.ru/students/;;;1;1;1;1;1;1;1;3;3;2;1;1;0;;;1;;;;1c-bitrix;;php;;
Омский государственный педагогический университет;гуманитарный;http://omgpu.ru/;Omsk State Pedagogical University;90;;;;;Омск;55;http://omgpu.ru/;http://omgpu.ru/abiturientu;http://omgpu.ru/kultura-i-tvorchestvo;;;1;1;1;;1;1;1;;;;;;;;;1;;;;drupal;;php;;
Омский государственный университет;общий;https://omsu.ru/;Dostoevsky Omsk State University;160;;;;;Омск;55;https://omsu.ru/;https://omsu.ru/entrance/;https://omsu.ru/students/;;;1;1;1;1;1;1;1;4;4;;1;1;;;;1;;1;;1c-bitrix;;php;;
Оренбургский Государственный Педагогический университет;гуманитарный;https://ospu.ru/;;;;;;;Оренбург;56;https://ospu.ru/;https://ospu.ru/entrance/bachelor2021;https://ospu.ru/about-university/instituti-fakulteti-kafedri/;;;1;1;1;1;1;;1;10;5;3;1;1;0;1;1;;;;2;modx;isvek.ru (bvi);php;;
Оренбургский государственный университет;общий;http://www.osu.ru/;Orenburg State University;48;;;;;Оренбург;56;http://www.osu.ru/;http://abiturient.osu.ru/;http://www.osu.ru/doc/4423;;;1;1;1;1;1;;1;3;3;;1;1;;;;1;;;;;;php;;
Государственный гуманитарно-технологический университет;гуманитарный;https://ggtu.ru/;;;;88;;;Орехово-Зуево;50;https://ggtu.ru/;https://ggtu.ru/index.php?option=com_content&view=article&id=8523&Itemid=28;https://ggtu.ru/index.php?option=com_content&view=article&id=2931&Itemid=584;;;1;1;1;1;1;1;1;10;;;1;;;;;1;;1;;joomla;;php;;
Орловский государственный университет им. И. С. Тургенева;общий;http://oreluniver.ru/;Orel State University;117;;;;;Орел;57;http://oreluniver.ru/;http://oreluniver.ru/pk;http://oreluniver.ru/subdivision/ccae;;;1;1;1;1;1;1;1;3;5;2;1;1;1;;1;;;;2;;div=access;php;;
Пензенский государственный университет;общий;https://pnzgu.ru/;Penza State University;51;;;;;Пенза;58;https://pnzgu.ru/;https://pnzgu.ru/Abitur/abitur_2021;https://svr.pnzgu.ru/;;;1;1;1;0;1;;1;;;;;;;;;;;;;;;php;;
Пензенский государственный университет архитектуры и строительства;архитектурный;http://www.pguas.ru/;;;;;;;Пенза;58;http://www.pguas.ru/;http://www.pguas.ru/left-menu-abitur-select-commit;http://www.pguas.ru/shtab-studencheskikh-otryadov;;;1;1;1;1;1;;0;10;3;3;0;1;0;1;;;;;;joomla;;php;;
Пермский государственный гуманитарно-педагогический университет;гуманитарный;https://pspu.ru/;Perm State Pedagogical University;141;;;;;Пермь;59;https://pspu.ru/;https://pspu.ru/enrollee;https://pspu.ru/university-life/studencheskij-klub;;;1;1;1;1;1;1;1;3;3;1;1;1;1;;1;1;1;;;;div=access;php;;
Пермский национальный исследовательский политехнический университет;спец технический;https://pstu.ru/;Perm National Research Polytechnic University;53;71;53;;9;Пермь;59;https://pstu.ru/;https://pstu.ru/enrollee/;https://pstu.ru/title1/student/pamyatka/;;;1;0;1;1;1;1;1;3;;;1;;;;;1;;;;;;php;;
Пермский государственный национальный исследовательский университет;спец технический;http://www.psu.ru/;Perm State University;39;87;;22;9;Пермь;59;http://www.psu.ru/;http://www.psu.ru/postupayushchim-v-permskij-universitet;http://www.psu.ru/studentam;;;1;1;0;;1;1;1;;;;;;;;;1;;;;joomla;;php;;
Псковский государственный университет;общий;https://www.pskgu.ru/;Pskov State Pedagogical University;128;;;;;Псков;60;https://www.pskgu.ru/;https://abit.pskgu.ru/;https://arch.pskgu.ru/page/722c899b-2a91-4f5a-b2a2-0b23b4a4901e;;;1;1;1;1;1;1;1;3;3;2;1;0;1;;;;1;;;;;php;;
Пущинский государственный естественно-научный институт;гуманитарный;http://pushgu.ru/;;;;;;;Пущино;50;http://pushgu.ru/;http://pushgu.ru/obrazovanie/abiturientu/;http://pushgu.ru/obrazovanie/fakultety/;;;1;1;1;1;1;;1;10;5;3;1;1;0;1;1;;;;2;wordpress;isvek.ru (bvi);php;;
Пятигорский государственный университет;общий;https://pgu.ru/;Pyatigorsk State University;149;;;;;Пятигорск;26;https://pgu.ru/;https://pgu.ru/entrant/;https://pgu.ru/freetime/;;;1;1;1;;1;1;1;;;;;;;;;1;1;;;1c-bitrix;;php;;
Российский государственный гидрометеорологический университет;спец технический;http://www.rshu.ru/;Russian State Hydrometeorological University;152;;;;;Санкт-Петербург;78;http://www.rshu.ru/;http://dovus.rshu.ru/content/priemkom/abit;http://www.rshu.ru/university/so/;;;1;1;1;;1;1;1;;;;;;;;;1;1;;;;;php;;
Российский Государственный Гуманитарный университет;гуманитарный;https://www.rsuh.ru/;Russian State University for the Humanities;34;62;48;;;Москва;77;https://www.rsuh.ru/;https://www.rsuh.ru/abiturient/;https://www.rsuh.ru/student/;;;1;1;1;1;1;1;0;3;3;;1;1;;;;;;1;;1c-bitrix;;php;;
Российский государственный педагогический университет им. А. И. Герцена;гуманитарный;https://www.herzen.spb.ru/;Herzen State Pedagogical University of Russia;30;88;37;23;;Санкт-Петербург;78;https://www.herzen.spb.ru/;https://www.herzen.spb.ru/abitur/;https://www.herzen.spb.ru/students/;;;1;1;1;1;1;1;1;3;5;2;;;;1;1;1;1;1;;;prolexgroup.ru/special;php;;
Российский государственный профессионально-педагогический университет;гуманитарный;https://www.rsvpu.ru/;;;;;;;Екатеринбург;66;https://www.rsvpu.ru/;https://www.rsvpu.ru/abiturientu/;https://www.rsvpu.ru/studencheskie-obedineniya/obedinennyj-sovet-obuchayushhixsya/;;;1;0;1;1;1;1;1;3;4;2;1;1;1;;;1;;;;;;php;;
Пензенский казачий институт технологий (филиал МГУТУ);спец технический;https://mgutupenza.ru/;;;;;;;Пенза;58;https://mgutupenza.ru/;https://mgutupenza.ru/abitur/;https://mgutupenza.ru/student-life/studencheskoe-kazachestvo/;;;1;0;1;1;1;;1;10;5;3;1;0;1;1;1;;;;2;wordpress;isvek.ru (bvi);php;;
Российский государственный университет нефти и газа имени И. М. Губкина;спец технический;https://www.gubkin.ru/;Russian State University of Oil and Gas;35;23;26;;9;Москва;77;https://www.gubkin.ru/;https://www.gubkin.ru/info/enrollee/admission_board/index.php;https://dk.gubkin.ru/;;;1;1;1;1;1;1;1;3;5;2;1;1;1;1;1;1;1;1;2;1c-bitrix;slabovid.ru (mibok);php;;
Российский университет Дружбы Народов;гуманитарный;http://www.rudn.ru/;RUDN University;17;19;19;8;6;Москва;77;http://www.rudn.ru/;https://www.rudn.ru/admissions;https://www.rudn.ru/life/student-organizations;;1;;;;;;;;;;;;;;;;;;;;;;php;;
Российский химико-технологический университет имени Д. И. Менделеева;спец технический;https://muctr.ru/;Mendeleev University of Chemical Technology of Russia;102;25;47;22;;Москва;77;https://muctr.ru/;https://www.muctr.ru/abitur/enrol-muctr/;https://www.muctr.ru/university/edu-dep/;;;1;1;1;1;;;1;4;4;;1;1;;1;1;1;;;3;1c-bitrix;userway.org;php;;
Российско-Таджикский (Cлавянский) университет;гуманитарный;http://rtsu.tj/;;;;;;;Душанбе;0;http://rtsu.tj/;http://rtsu.tj/ru/admission/;http://rtsu.tj/ru/learners/studencheskie-soobshchestva.php;;1;;;;;;;;;;;;;;;;1;;;;1c-bitrix;;php;;
Южный федеральный университет, академия архитектуры и искусств;архитектурный;http://www.raai.sfedu.ru/;;;;;;;Ростов-на-Дону;61;http://www.raai.sfedu.ru/;http://www.raai.sfedu.ru/04_postuplen/001_obsh_info.php;http://www.raai.sfedu.ru/08_cours/001_about_cours.php;;1;;;;;;;;;;;;;;;;1;;;;;;php;;
Южный федеральный университет (ЮФУ);общий;https://sfedu.ru/;Southern Federal University;31;36;28;18;9;Ростов-на-Дону;61;https://sfedu.ru/;https://sfedu.ru/www/stat_pages22.show?p=ABT/main/M;https://sfedu.ru/www/stat_pages22.show?p=EDU/main/M;;1;;;;;;;;;;;;;;;;;;;;;;;;
Ростовского государственного экономического университета (РИНХ);гуманитарный;https://rsue.ru/;Rostov State University of Economics;187;;;;;Ростов-на-Дону;61;https://rsue.ru/;https://rsue.ru/abitur/;https://rsue.ru/studentam/;;;1;1;1;1;1;1;0;3;5;2;1;1;1;;;;1;1;2;1c-bitrix;slabovid.ru (mibok);php;;
Рыбинский государственный авиационный технический университет имени П. А. Соловьева;спец технический;https://www.rsatu.ru/;;;;;;;Рыбинск;76;https://www.rsatu.ru/;https://www.rsatu.ru/applicants/the_admissions_committee/;https://www.rsatu.ru/about_the_university/structure/;;;1;1;1;1;1;;1;3;3;2;1;1;1;;;;;;;1c-bitrix;bitrix special-aaVersion;php;;
Рязанский государственный радиотехнический университет им. В.Ф. Уткина;спец технический;http://www.rsreu.ru/;Ryazan State Radio Engineering University;239;;;;;Рязань;62;http://www.rsreu.ru/;http://www.rsreu.ru/abitur;http://www.rsreu.ru/studentu/dobrovolcheskie-otryady;;;1;1;0;1;1;1;1;3;3;2;1;1;1;;;1;;1;;joomla;;php;;
Рязанский государственный университет имени С. А. Есенина;общий;http://www.rsu.edu.ru/;Ryazan State University;140;;;;;Рязань;62;http://www.rsu.edu.ru/;https://www.rsu.edu.ru/admission/;https://www.rsu.edu.ru/students/;;;1;1;1;1;1;;1;10;5;2;1;1;0;1;1;;;;2;wordpress;isvek.ru (bvi);php;;
Самарский государственный технический университет (Самарский политех);общий технический;https://samgtu.ru/;Samara State Technical University;69;;67;;9;Самара;63;https://samgtu.ru/;https://priem.samgtu.ru/;https://samgtu.ru/students/students;;;1;1;1;1;;;1;3;3;2;0;1;1;;;;;;;;;;;
Самарский государственный экономический университет;гуманитарный;http://www.sseu.ru/;Samara State Economic University;253;;;;;Самара;63;http://www.sseu.ru/;http://www.sseu.ru/postupayushchim/priem_v_sseu;http://www.sseu.ru/vneuchebnaya-deyatelnost/vneuchebnaya-deyatelnost;;;1;1;1;1;1;;1;10;3;3;1;1;1;1;;1;1;;2;drupal;finevision.ru;php;;
Самарский национальный исследовательский университет имени академика С.П. Королева;спец технический;https://ssau.ru/;Samara National Research University;37;34;46;19;9;Самара;63;https://ssau.ru/;https://ssau.ru/priem;https://ssau.ru/info/struct/op/faculties;;;1;1;1;1;0;;1;3;3;2;1;1;0;;;;1;;;laravel;;php;;
Самарский государственный социально-педагогический университет;гуманитарный;https://www.pgsga.ru/;Samara State Academy of Social Sciences and Humanities;235;;;;;Самара;63;https://www.pgsga.ru/;https://www.pgsga.ru/abitur/;https://www.pgsga.ru/for/student/;;;1;1;1;1;1;;1;3;3;;0;1;;;;1;1;;;1c-bitrix;;php;;
Санкт-Петербургский Государственный Морской Технический Университет;спец технический;https://www.smtu.ru/;St. Petersburg State Marine Technical University;211;;;;;Санкт-Петербург;78;https://www.smtu.ru/;https://www.smtu.ru/ru/page/226/;https://www.smtu.ru/ru/page/261/;;;1;1;1;1;1;1;0;10;5;2;1;1;0;1;1;;1;;2;;;php;;
Санкт-Петербургский государственный лесотехнический университет им. С.М.Кирова;спец технический;https://spbftu.ru/;;;;;;;Санкт-Петербург;78;https://spbftu.ru/;https://spbftu.ru/abitur/;https://spbftu.ru/studencheskoe-samoupravlenie/;;;1;1;1;1;1;;1;10;5;3;1;1;1;1;1;;1;;2;wordpress;isvek.ru (bvi);php;;
Санкт-Петербургская государственная художественно-промышленная академия им. А. Л. Штиглица;искусство и культура;https://www.ghpa.ru/;;;;;;;Санкт-Петербург;78;https://www.ghpa.ru/;https://www.ghpa.ru/abiturient;https://www.ghpa.ru/studentu/studencheskoe-samoupravlenie;;;1;1;1;1;1;1;1;3;5;3;1;1;1;;1;;1;;2;joomla;;php;;
Санкт-Петербургский государственный архитектурно-строительный университет;архитектурный;https://www.spbgasu.ru/;St. Petersburg State University of Architecture and Civil Engineering;109;;51;;;Санкт-Петербург;78;https://www.spbgasu.ru/;https://www.spbgasu.ru/Abiturientam/;https://www.spbgasu.ru/Studentam/;;;1;0;1;;1;;1;;;;;;;;;1;1;;;;;php;;
Санкт-Петербургский горный университет;спец технический;https://www.spmi.ru/;Saint-Petersburg Mining University;97;17;33;23;4;Санкт-Петербург;78;https://www.spmi.ru/;http://priem-univer.ru/;https://www.spmi.ru/node/12468;;;1;1;1;1;1;;1;10;5;3;1;1;1;1;1;;1;;2;drupal;isvek.ru (bvi);php;;
Санкт-Петербургский государственный экономический университет;гуманитарный;https://unecon.ru/;St. Petersburg State University of Economics;42;30;36;;;Санкт-Петербург;78;https://unecon.ru/;https://unecon.ru/abitur;https://www.spmi.ru/node/12468;;;1;1;1;1;1;;1;10;5;3;1;1;1;1;1;1;;;2;drupal;isvek.ru (bvi);php;;
Санкт-Петербургский национальный исследовательский университет информационных технологий, механики и оптики (ИТМО);спец технический;https://itmo.ru/;ITMO University;9;6;14;13;6;Санкт-Петербург;78;https://itmo.ru/;https://abit.itmo.ru/;https://itmo.ru/ru/department_units/1/instituty_i_fakultety.htm;;;1;1;1;1;1;;1;3;2;2;1;1;0;;;;;;;;;php;;
Санкт-Петербургский политехнический университет Петра Великого;общий технический ;https://www.spbstu.ru/;Peter the Great St.Petersburg Polytechnic University;12;10;9;14;3;Санкт-Петербург;78;https://www.spbstu.ru/;https://www.spbstu.ru/applicants/admissions/;https://www.spbstu.ru/students/student-association/so/;;;1;1;1;1;1;;1;10;5;3;1;1;1;1;1;;;;2;1c-bitrix;isvek.ru (bvi);php;;
Санкт-Петербургский Государственный Химико-фармацевтический университет;медицинский;https://spcpu.ru/;Saint-Petersburg State Chemical Pharmaceutical University;285;64;;;;Санкт-Петербург;78;https://spcpu.ru/;http://abiturient.pharminnotech.com/;https://spcpu.ru/studaktiv/;;;1;1;1;1;1;;1;4;5;2;1;1;0;1;1;1;1;;2;1c-bitrix;Comfortable Reading Plugin;php;;
Санкт-Петербургский государственный технологический институт;спец технический;http://technolog.edu.ru/;Saint Petersburg State Institute of Technology;220;76;;;;Санкт-Петербург;78;http://technolog.edu.ru/;http://technolog.edu.ru/abiturientu.html;http://technolog.edu.ru/studentu/studsovet.html;;1;;;;;;;;;;;;;;;;;;;;joomla;;php;;
Высшая школа технологии и энергетики СПбГУПТД;спец технический;http://gturp.spb.ru/;;;;;;;Санкт-Петербург;78;http://gturp.spb.ru/;http://gturp.spb.ru/?page_id=808;https://gturp.spb.ru/?page_id=5246;;1;;0;;;;;;;;;;;;;;;;;;wordpress;;php;;
Санкт-Петербургский государственный университет;общий;https://spbu.ru/;St. Petersburg State University;3;9;4;2;6;Санкт-Петербург;78;https://spbu.ru/;https://abiturient.spbu.ru/;https://spbu.ru/studentam;;;1;1;1;1;1;1;1;3;2;;1;1;;;;1;;;;drupal;;php;;
Санкт-Петербургский государственный университет аэрокосмического приборостроения;спец технический;https://new.guap.ru/;St. Petersburg State University of Aerospace Instrumentation;150;;;;;Санкт-Петербург;78;https://new.guap.ru/;https://priem.guap.ru/;https://new.guap.ru/targets/studs;;1;;;;;;;;;;;;;;;;;;1;;;;asp.net;;
Санкт-Петербургский государственный университет промышленных технологий и дизайна;спец технический;https://sutd.ru/;St. Petersburg State University of Industrial Technologies and Design;127;;;;;Санкт-Петербург;78;https://sutd.ru/;http://prouniver.ru/;https://sutd.ru/studentam/;;;1;1;0;1;1;1;1;3;5;2;1;0;0;;1;;1;;;1c-bitrix;div=access;php;;
Санкт-Петербургский государственный электротехнический университет ЛЭТИ им В. И. Ульянова (Ленина);спец технический;https://etu.ru/;Saint Petersburg State Electrotechnical University (LETI);80;;39;21;;Санкт-Петербург;78;https://etu.ru/;https://etu.ru/ru/abiturientam/;https://etu.ru/ru/studentam/studencheskie-obedineniya/;;;1;1;1;;1;1;1;;;;;;;;;;;;;;;php;;
Саратовская государственная юридическая академия;гуманитарный;http://ssla.ru/;;;;;;;Саратов;64;http://ssla.ru/;http://ssla.ru/ru/pko2019;http://ssla.ru/ru/kafedry;;;1;1;1;1;1;;1;10;5;3;1;1;0;1;1;;1;;2;joomla;isvek.ru (bvi);php;;
Саратовский государственный технический университет им. Гагарина Ю. А.;общий технический;http://www.sstu.ru/;Yuri Gagarin State Technical University of Saratov (SSTU);122;;;;9;Саратов;64;http://www.sstu.ru/;https://www.sstu.ru/abiturientu/;https://www.sstu.ru/studentu/;;1;;;;;;;;;;;;;;;;1;;;;1c-bitrix;;php;;
Саратовский национальный исследовательский государственный университет им. Н.Г. Чернышевского;спец технический;https://www.sgu.ru/;National Research Saratov State University;16;;81;18;9;Саратов;64;https://www.sgu.ru/;https://www.sgu.ru/admission/priemnaya-kampaniya-2021;https://www.sgu.ru/students;;;1;1;1;1;;;1;2;2;;1;1;;;;;;;;drupal;;php;;
Сахалинский государственный университет;общий;http://sakhgu.ru/;Sakhalin State University;257;;;;;Южно-Сахалинск;65;http://sakhgu.ru/;http://sakhgu.ru/abitur/;http://sakhgu.ru/dmp/;;1;;;;;;;;;;;;;;;;1;;;;wordpress;;php;;
Северо-Восточный государственный университет;общий;https://www.svgu.ru/;;;;;;;Магадан;49;https://www.svgu.ru/;https://www.svgu.ru/Abitur/;http://nauka.svgu.ru/;;1;;;;;;;;;;;;;;;;1;;;;;;php;;
Северо-Западный открытый технический университет;общий технический;http://nwotu.ru/;;;;;;;Санкт-Петербург;78;http://nwotu.ru/;http://nwotu.ru/postupayushim;http://nwotu.ru/%D0%BA%D0%B0%D0%BA-%D1%83%D1%87%D0%B8%D1%82%D1%8C%D1%81%D1%8F;;;1;0;1;1;1;;1;3;3;2;1;1;0;;;;1;;2;joomla;joomla template Accessibility;php;;
Северо-Кавказский федеральный университет;общий;https://www.ncfu.ru/;North Caucasus Federal University;78;;74;;;Ставрополь;26;https://www.ncfu.ru/;https://www.ncfu.ru/abitur/glavnaya/;https://www.ncfu.ru/university/institutes/;;;1;1;1;1;0;1;0;3;5;2;0;1;0;;;;1;;;opencms;;java;;
Северо-Кавказский горно-металлургический институт (государственный технологический университет);общий;http://www.skgmi-gtu.ru/;;;;;;;Владикавказ;15;http://www.skgmi-gtu.ru/;http://www.skgmi-gtu.ru/ru-ru/abitur;http://www.skgmi-gtu.ru/ru-ru/students;;;1;1;1;1;1;;1;3;3;2;1;1;1;;;1;;;;dnn;;asp.net;;
Северо-Осетинский государственный университет имени К. Л. Хетагурова;общий;https://www.nosu.ru/;North Ossetian State University;266;;;;;Владикавказ;15;https://www.nosu.ru/;https://www.nosu.ru/abiturientam/postuplenie/;https://www.nosu.ru/2020/09/pochemuchnik-dlja-pervokursnikov-sogu/;;1;;;;;;;;;;;;;;;;1;1;;;wordpress;;php;;
Сибирский государственный автомобильно-дорожный университет;транспорт ;https://sibadi.org/;;;;;;;Омск;55;https://sibadi.org/;https://sibadi.org/abitur2021/lp/entrant/;https://sibadi.org/student/;;;1;1;1;1;1;;1;3;3;2;1;1;0;;;;1;;;1c-bitrix;;php;;
Сибирский государственный университет геосистем и технологий;спец технический;https://sgugit.ru/;;;;;;;Новосибирск;54;https://sgugit.ru/;https://sgugit.ru/abitur/;https://sgugit.ru/student/;;;1;1;1;1;1;1;1;3;5;2;1;1;1;;;;1;1;2;1c-bitrix;slabovid.ru (mibok);php;;
Сибирского государственного университета науки и технологий им. Ак. М.Ф. Решетнева;спец технический;https://www.sibsau.ru/;Siberian State Aerospace University;111;;;;;Красноярск;24;https://www.sibsau.ru/;https://abiturient.sibsau.ru/;https://www.sibsau.ru/page/students;;;1;0;1;1;1;;1;3;5;2;1;1;1;;1;;;;2;odoo;;python;;
Сибирский государственный индустриальный университет;спец технический;http://www.sibsiu.ru/;Siberian State Industrial University;292;;;;;Новокузнецк;42;http://www.sibsiu.ru/;https://www.sibsiu.ru/abiturientu/priemnaya-kampaniya-new/;https://www.sibsiu.ru/instituty/;;;1;1;1;1;1;1;1;3;3;;1;1;;;;1;1;;;1c-bitrix;;php;;
Смоленский государственный университет;общий;http://www.smolgu.ru/;Smolensk State University;258;;;;;Смоленск;67;http://www.smolgu.ru/;http://abiturient.smolgu.ru/;http://www.smolgu.ru/faculties/;;;1;0;1;1;1;;1;3;5;3;1;1;1;1;1;;;;2;1c-bitrix;isvek.ru (bvi);php;;
Соликамский Государственный Педагогический институт (филиал ПГНИУ);гуманитарный;https://solgpi.ru/;;;;;;;Соликамск;59;https://solgpi.ru/;https://solgpi.ru/abitur;https://solgpi.ru/institutskaya-zhizn/studencheskaya-zhizn;;;1;1;1;1;1;;1;3;4;2;1;1;1;;;;;;;joomla;;php;;
Сочинский государственный университет;общий;https://sutr.ru/;;;;;;;Сочи;23;https://sutr.ru/;https://sutr.ru/applicants/income-comission/;https://sutr.ru/students/life/;;;1;1;1;1;1;;1;3;3;2;1;1;1;;;1;;;;1c-bitrix;bitrix special-aaVersion;php;;
Стерлитамакский филиал Башкирского Государственного университета;общий;https://strbsu.ru/;;;;;;;Стерлитамак;2;https://strbsu.ru/;https://strbsu.ru/abiturientu;https://strbsu.ru/dept/24;;;1;0;1;1;1;;1;3;2;2;1;0;1;;;1;;;;codeigniter;;php;;
Таганрогский институт имени А. П. Чехова;общий;http://www.tgpi.ru/;;;;;;;Таганрог;61;http://www.tgpi.ru/;http://www.tgpi.ru/abitur;http://www.tgpi.ru/student;;;1;1;1;1;;;1;2;2;;1;1;;;;1;1;;;;;php;;
Тамбовский государственный технический университет;общий технический;https://www.tstu.ru/;Tambov State Technical University;71;;;;;Тамбов;68;https://www.tstu.ru/;https://www.tstu.ru/r.php?r=postup.abitur.priem;https://www.tstu.ru/r.php?r=obuch.education.sovety;;;1;1;1;;1;1;1;;;;;;;;;1;;;;;;php;;
Тамбовский государственный университет им. Г. Р. Державина;общий;http://www.tsutmb.ru/;Tambov State University;156;;;;;Тамбов;68;http://www.tsutmb.ru/;http://abiturient.tsutmb.ru/;http://www.tsutmb.ru/students/sovet_obuchayushhixsya;;;1;1;1;1;;;;2;2;2;1;1;1;;;;;;;1c-bitrix;;php;;
Тверской государственный технический университет;общий технический;http://www.tstu.tver.ru/;Tver State Technical University;197;;;;;Тверь;69;http://www.tstu.tver.ru/;http://www.tstu.tver.ru/abitur/;http://www.tstu.tver.ru/learner/extracurricular_life/;;;1;1;1;;1;1;;;;;;;;;;1;;1;;joomla;;php;;
Тверской государственный университет;общий;https://www.tversu.ru/;Tver State University;40;;;;;Тверь;69;https://www.tversu.ru/;https://priem.tversu.ru/;https://www.vneuchebka.com/;;;1;1;1;;1;;1;;;;;;;;;1;1;;;;;;;
ТюмГУ - Тобольский педагогический институт им. Д.И. Менделеева;гуманитарный;https://tobolsk.utmn.ru/;;;;;;;Тобольск;72;https://tobolsk.utmn.ru/;https://tobolsk.utmn.ru/postuplenie/;https://tobolsk.utmn.ru/studentam/;;;1;1;1;1;1;1;1;3;2;2;1;1;1;;1;1;;;;1c-bitrix;;php;;
Тольяттинский государственный университет;общий;https://www.tltsu.ru/;Togliatti State University;75;;;;;Тольятти;63;https://www.tltsu.ru/;https://priem.tltsu.ru/;https://www.tltsu.ru/students/schedule/;;;1;1;1;1;1;;1;10;5;3;1;1;1;;;1;1;;2;1c-bitrix;isvek.ru (bvi);php;;
Томский государственный архитектурно-строительный университет;архитектурный;https://www.tsuab.ru/;Tomsk State University of Architecture and Building;287;;78;;;Томск;70;https://www.tsuab.ru/;https://www.tsuab.ru/overview/enrollee/;https://www.tsuab.ru/extra-activities/cultureCreativity;;;1;1;1;;1;;1;;;;;;;;;;;;;1c-bitrix;;php;;
Томский государственный педагогический университет;гуманитарный;https://www.tspu.edu.ru/;Tomsk State Pedagogical University;66;;;;;Томск;70;https://www.tspu.edu.ru/;https://abiturient.tspu.edu.ru/;https://www.tspu.edu.ru/studentslife/oso.html;;;1;0;1;1;1;1;1;3;;;1;;;;;;;;;joomla;;php;;
Томский Государственный университет;общий;http://www.tsu.ru/;Tomsk State University;7;24;17;4;6;Томск;70;http://www.tsu.ru/;http://abiturient.tsu.ru/;http://www.tsu.ru/university/isskustvo-i-kultura/;;;1;1;1;;1;1;1;;;;;;;;;1;1;;;1c-bitrix;;php;;
Томский государственный университет систем управления и радиоэлектроники (ТУСУР);спец технический;https://tusur.ru/;Tomsk State University of Control Systems and Radioelectronics;54;60;60;;9;Томск;70;https://tusur.ru/;https://abiturient.tusur.ru/;https://tusur.ru/ru/studentam/kluby-po-interesam-i-volonterstvo;;;1;1;1;1;1;;1;3;3;2;1;1;1;;;;1;;;ruby on rails;;ruby;angular;
Томский Политехнический университет;общий технический;https://www.tpu.ru/;Tomsk Polytechnic University;8;7;8;15;7;Томск;70;https://www.tpu.ru/;https://abiturient.tpu.ru/;https://www.tpu.ru/tpu-life/culture/collective;;;1;1;1;1;1;1;1;3;3;2;1;1;1;;;1;;;;yii;;php;;
