title;custom__category;base_url;custom__name_en;custom__unirank;custom__forbes_rank;custom__raex_rank;custom__qs_rank;custom__the_rank;custom__city;custom__region;page__1;page__2;page__3;site_error;vi_not_work;vi_found;vi_m_f;vi_b_f;vi_is_panel;vi_is_apply_changes;vi_is_reload;vi_is_cross_pages;vi_font_sizes;vi_color_schemes;vi_pictures_modes;vi_font_sizes_wc;vi_color_schemes_wc;vi_pictures_switch_wc;vi_line_spacing;vi_letter_spacing;vi_scroll;vi_scale_br;vi_another_content;vi_fonts_switch;site_engine;vi_source;site_lang;site_front;site_crm
Национальный институт бизнеса;гуманитарный;http://nibmoscow.ru/;;;;;;;Москва;77;http://nibmoscow.ru/;;;;;1;0;1;1;;;1;4;5;2;1;1;1;1;1;;;;2;wordpress;Comfortable Reading Plugin;php;;
Казанский инновационный университет имени В.Г. Тимирясова;гуманитарный;https://ieml.ru/;;;;;;;Казань;16;https://ieml.ru/;;;;;1;1;1;1;1;1;0;3;5;3;1;0;1;1;1;;;;2;1c-bitrix;slabovid.ru (mibok);php;;
Самарский государственный университет путей сообщения;транспорт ;https://www.samgups.ru/;;;;;;;Самара;63;https://www.samgups.ru/;;;;;1;1;1;1;1;;1;2;2;;1;1;;;;1;;;;1c-bitrix;;php;;
Петрозаводская государственная консерватория имени А.К. Глазунова;искусство и культура;http://glazunovcons.ru/;;;;;;;Петрозаводск;10;http://glazunovcons.ru/;;;;;1;1;0;1;1;1;1;3;5;;0;1;;;;1;;;;umi.cms;div=access;php;;
Московская государственная академия физической культуры;спорт ;https://mgafk.ru/;;;;;;;Малаховка;50;https://mgafk.ru/;;;;;1;1;1;1;1;1;1;;;;;;;;;1;;;;;;php;;
Ижевская государственная сельскохозяйственная академия;аграрный;http://izhgsha.ru/;;;;;;;Ижевск;18;http://izhgsha.ru/;;;;;1;1;1;1;1;1;1;3;5;2;1;1;1;;1;1;;;2;joomla;joomla template Accessibility;php;;
Российская академия адвокатуры и нотариата;гуманитарный;https://raa.ru/;;;;;;;Москва;77;https://raa.ru/;;;;;1;1;1;1;1;;1;4;5;;1;0;;1;1;;1;;2;wordpress;Comfortable Reading Plugin;php;;
Дальневосточный государственный аграрный университет;аграрный;http://www.dalgau.ru/;;;;;;;Благовещенск;28;http://www.dalgau.ru/;;;;;1;1;1;1;1;;1;3;3;2;1;1;1;;;;;;;1c-bitrix;bitrix special-aaVersion;php;;
Ивановская пожарно-спасательная академия Государственной противопожарной службы Министерства Российской Федерации по делам гражданской обороны, чрезвычайным ситуациям и ликвидации последствий стихийных бедствий;гос.структуры ;https://www.edufire37.ru/;;;;;;;Иваново;37;https://www.edufire37.ru/;;;;;1;0;1;1;1;1;1;3;2;;;1;;;;;;;;1c-bitrix;;php;;
Сибирская академия финансов и банковского дела;гуманитарный;http://safbd.ru/;;;;;;;Новосибирск;54;http://safbd.ru/;;;1;;;;;;;;;;;;;;;;;;;;;drupal;;php;;
Кабардино-Балкарский государственный аграрный университет им. В.М. Кокова;аграрный;https://www.kbgau.ru/;;;;;;;Нальчик;7;https://www.kbgau.ru/;;;;;1;1;1;1;1;;1;3;3;2;1;;1;;;;;;;1c-bitrix;bitrix special-aaVersion;php;;
Курская государственная сельскохозяйственная академия имени И.И. Иванова;аграрный;http://www.kgsha.ru/;;;;;;;Курск;46;http://www.kgsha.ru/;;;;;1;1;1;1;1;;1;3;3;2;1;1;1;;;;;;;1c-bitrix;;php;;
Орловский государственный институт культуры;искусство и культура;http://www.ogiik.orel.ru/;;;;;;;Орёл;57;http://www.ogiik.orel.ru/;;;;;1;1;1;1;1;1;0;3;3;;1;1;;;;1;;1;;;;php;;
Ростовская государственная консерватория им. С.В.Рахманинова;искусство и культура;https://rostcons.ru/;;;;;;;Ростов-на-Дону;61;https://rostcons.ru/;;;;;1;1;1;1;1;;1;3;2;;1;1;;;;1;;;;;;php;;
Уральский государственный университет физической культуры;спорт ;https://uralgufk.ru/;Ural State University of Physical Culture;221;;;;;Челябинск;74;https://uralgufk.ru/;;;;;1;1;1;1;0;;1;5;4;2;1;1;0;1;1;;;;;drupal;;php;;
Школа-студия (институт) имени Вл.И.Немировича-Данченко при Московском Художественном академическом театре имени А.П.Чехова;искусство и культура;https://mhatschool.ru/;;;73;;;;Москва;77;https://mhatschool.ru/;;;;;1;1;1;1;1;1;1;3;5;2;1;1;1;;1;;1;;2;1c-bitrix;;php;;
Самарская государственная областная академия (Наяновой);гуманитарный;http://www.nayanova.edu/;;;;;;;Самара;63;http://www.nayanova.edu/;;;;1;;;;;;;;;;;;;;;;1;;;;1c-bitrix;finevision.ru;php;;
Пензенский государственный аграрный университет;аграрный;https://pgau.ru/;;;;;;;Пенза;58;https://pgau.ru/;;;;;1;1;1;;1;1;1;;;;;;;;;;1;;;joomla;;php;;
Русская христианская гуманитарная академия;остальное;https://rhga.ru/;;;;;;;Санкт-Петербург;78;https://rhga.ru/;;;;;1;1;1;1;1;;1;10;5;3;1;1;1;1;1;1;1;;2;1c-bitrix;isvek.ru (bvi);php;;
Академия маркетинга и социально-информационных технологий;гуманитарный;https://www.imsit.ru/ru/;;;;;;;Краснодар;23;https://www.imsit.ru/ru/;;;;;1;1;1;1;1;;1;3;2;2;1;1;0;;;1;1;;;;;php;;
Северо-Кавказский институт (филиал) Всероссийского государственного университета юстиции (РПА Минюста России);гуманитарный;https://mkala.rpa-mu.ru/;;;;;;;Махачкала;5;https://mkala.rpa-mu.ru/;;;;;1;0;1;1;1;1;1;3;4;2;1;1;1;;1;;1;;;orchard cms;;asp.net;;
Всероссийский государственный университет юстиции (РПА Минюста России);гуманитарный;https://rpa-mu.ru/;;;;;;;Москва;77;https://rpa-mu.ru/;;;;;1;1;1;;1;1;1;;;;;;;;;;;1;;orchard cms;;asp.net;;
Московская государственная академия хореографии;искусство и культура;https://balletacademy.ru/;;;;;;;Москва;77;https://balletacademy.ru/;;;;;1;1;1;1;1;;1;10;5;3;1;1;1;1;1;;;;2;1c-bitrix;isvek.ru (bvi);php;;
Кировский государственный медицинский университет;медицинский;http://www.kirovgma.ru/;Kirov State Medical University;297;;;;;Киров;43;http://www.kirovgma.ru/;;;;;1;1;1;1;1;1;1;4;;;1;;;;;1;;1;;drupal;;php;;
Российская международная академия туризма;спорт ;http://www.rmat.ru/;;;;;;;Химки;50;http://www.rmat.ru/;;;;;1;1;1;1;;;1;;;;;;;;;1;;;;;;php;vue.js;
Академия гражданской защиты Министерства Российской Федерации по делам гражданской обороны, чрезвычайным ситуациям и ликвидации последствий стихийных бедствий;гос.структуры ;https://www.amchs.ru/;;;;;;;Химки;50;https://www.amchs.ru/;;;;;1;1;1;1;1;;1;3;3;2;1;0;1;;;;;;;1c-bitrix;bitrix special-aaVersion;php;;
Дагестанский государственный университет народного хозяйства;гуманитарный;http://dgunh.ru/;;;;;;;Махачкала;5;http://dgunh.ru/;;;;;1;0;1;1;1;;1;3;2;2;1;1;0;;;1;1;;;1c-bitrix;;php;;
Новосибирская государственная консерватория имени М. И. Глинки;искусство и культура;http://www.nsglinka.ru/;;;;;;;Новосибирск;54;http://www.nsglinka.ru/;;;;;1;1;1;1;1;;1;4;3;;1;0;;;;1;;;;wordpress;bitrix special-aaVersion;php;;
Сибирский университет потребительской кооперации;гуманитарный;http://www.sibupk.su/;;;;;;;Новосибирск;54;http://www.sibupk.su/;;;;;1;1;1;1;1;;1;3;3;2;1;1;1;;;1;;;;1c-bitrix;bitrix special-aaVersion;php;;
Медицинский университет «Реавиз»;медицинский;https://reaviz.ru/;;;;;;;Самара;63;https://reaviz.ru/;;;;;1;1;1;1;1;;1;3;4;2;0;0;0;;1;;;;2;1c-bitrix;;php;;
Российский государственный аграрный заочный университет;аграрный;https://www.rgazu.ru/;;;;;;;Балашиха;50;https://www.rgazu.ru/;;;;;1;1;1;1;1;;1;10;5;3;1;1;1;1;1;1;;;3;1c-bitrix;;php;preact;
Великолукская государственная сельскохозяйственная академия;аграрный;https://vgsa.ru/;;;;;;;Великие Луки;60;https://vgsa.ru/;;;;;1;1;0;1;1;1;1;3;3;2;1;1;1;;1;;;;2;1c-bitrix;div=access;php;;
Читинская государственная медицинская академия;медицинский;https://www.chitgma.ru/;;;;;;;Чита;75;https://www.chitgma.ru/;;;;;1;1;1;1;1;0;1;10;5;3;1;1;1;1;1;;;;2;yii;;php;;
Бурятская государственная сельскохозяйственная академия имени В.Р. Филиппова;аграрный;http://www.bgsha.ru/;;;;;;;Улан-Удэ;3;http://www.bgsha.ru/;;;;;1;1;0;1;1;1;1;3;5;2;0;0;0;;1;1;;1;2;joomla;joomla template Accessibility;php;;
Казанский государственный институт культуры;искусство и культура;https://kazgik.ru/;;;;;;;Казань;16;https://kazgik.ru/;;;;;1;1;1;1;1;1;1;10;5;2;1;1;1;1;1;1;1;;2;1c-bitrix;isvek.ru (bvi);php;;
Тюменский государственный институт культуры;искусство и культура;http://www.tumgik.ru/;;;;;;;Тюмень;72;http://www.tumgik.ru/;;;;;1;1;0;1;1;0;1;10;3;3;1;1;1;;1;1;1;;2;joomla;finevision.ru;php;;
Астраханская государственная консерватория;искусство и культура;https://astracons.ru/;;;;;;;Астрахань;30;https://astracons.ru/;;;;;1;1;1;1;1;;1;4;3;;1;1;;;;1;;;;wordpress;;php;;
Оренбургский государственный институт искусств им. Л. и М. Ростроповичей;искусство и культура;http://osiart.ru/;;;;;;;Оренбург;56;http://osiart.ru/;;;;;1;1;1;1;1;;1;10;5;3;1;1;1;1;1;;1;;;wordpress;isvek.ru (bvi);php;;
Самарский государственный институт культуры;искусство и культура;http://smrgaki.ru/;;;;;;;Самара;63;http://smrgaki.ru/;;;;;1;1;1;1;1;;0;3;5;;1;1;;;1;;;;2;1c-bitrix;;php;;
Амурская государственная медицинская академия;медицинский;https://www.amursma.ru/;;;;;;;Благовещенск;28;https://www.amursma.ru/;;;;;1;1;1;1;1;1;1;3;3;;1;1;;;;1;;;2;1c-bitrix;;php;;
Ставропольский государственный педагогический институт;гуманитарный;https://sspi.ru/;;;;;;;Ставрополь;26;https://sspi.ru/;;;;;1;1;1;1;1;1;;3;3;3;1;0;0;;;1;;;3;;;php;;
Астраханский государственный архитектурно-строительный университет;архитектурный;https://xn--80aai1dk.xn--p1ai/;;;;;;;Астрахань;30;https://xn--80aai1dk.xn--p1ai/;;;;;1;1;1;1;1;1;1;2;2;;1;0;;;;;1;;;joomla;;php;;
Уральская государственная консерватория имени М.П. Мусоргского;искусство и культура;https://www.uralconsv.org/;;;;;;;Екатеринбург;66;https://www.uralconsv.org/;;;;;1;0;0;1;1;1;1;3;5;2;1;0;1;;1;;;1;2;joomla;joomla template Accessibility;php;;
Донской государственный аграрный университет;аграрный;http://www.dongau.ru/;;;;;;;п. Персиановский;61;http://www.dongau.ru/;;;;;1;1;1;1;1;1;1;3;5;3;1;1;1;1;1;1;;1;2;1c-bitrix;slabovid.ru (mibok);php;;
Вятская государственная сельскохозяйственная академия;аграрный;https://vgsha.info/;;;;;;;Киров;43;https://vgsha.info/;;;;1;;;;;;;;;;;;;;;;;;;;wordpress;;php;;
Московская государственная академия водного транспорта – филиал государственного университета морского и речного флота имени адмирала С.О. Макарова;транспорт ;https://msawt.ru/;;;;;;;Москва;77;https://msawt.ru/;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
Воронежский государственный институт искусств;искусство и культура;http://voronezharts.ru/;;;;;;;Воронеж;36;http://voronezharts.ru/;;;;;1;1;1;1;0;1;1;3;2;;1;0;;1;;1;1;;;;;php;;
Международный институт компьютерных технологий;спец технический;http://iict.ru/;;;;;;;Воронеж;36;http://iict.ru/;;;;;1;1;0;1;1;1;0;3;5;2;1;1;1;;1;1;;1;2;joomla;joomla template Accessibility;php;;
Ханты-Мансийская государственная медицинская академия;медицинский;https://hmgma.ru/;;;;;;;Ханты-Мансийск;86;https://hmgma.ru/;;;;;1;1;1;1;1;1;1;3;5;3;1;1;1;1;1;1;;1;2;1c-bitrix;slabovid.ru (mibok);php;;
Государственный музыкально-педагогический институт имени М.М. Ипполитова-Иванова;искусство и культура;http://www.ippolitovka.ru/;;;;;;;Москва;77;http://www.ippolitovka.ru/;;;;1;;;;;;;;;;;;;;;;1;;;;drupal;;php;;
Саровский физико-технический институт - филиал Национального исследовательского ядерного университета МИФИ;спец технический;https://sarfti.ru/;;;;;;;Саров;52;https://sarfti.ru/;;;;;1;1;1;1;1;0;1;4;3;;1;1;;;;0;;;;wordpress;;php;;
Международный институт рынка;гуманитарный;https://www.imi-samara.ru/;;;;;;;Самара;63;https://www.imi-samara.ru/;;;;;1;1;1;1;1;;1;10;5;3;1;1;1;1;1;;;;2;wordpress;isvek.ru (bvi);php;;
Тихоокеанский государственный медицинский университет;медицинский;https://tgmu.ru/;Pacific State Medical University;252;;;;;Владивосток;25;https://tgmu.ru/;;;;;1;1;1;1;1;;1;4;3;;1;1;;;;;;;;wordpress;;php;;
Московский психолого-социальный университет;гуманитарный;https://www.mpsu.ru/;;;;;;;Москва;77;https://www.mpsu.ru/;;;;;1;1;1;1;1;1;1;3;5;3;1;1;1;1;1;;;1;2;1c-bitrix;slabovid.ru (mibok);php;;
Ижевская государственная медицинская академия;медицинский;https://www.igma.ru/;Izhevsk State Medical Academy;200;;;;;Ижевск;18;https://www.igma.ru/;;;;;1;1;1;1;1;1;1;;2;2;;0;0;;;;;;;joomla;;php;;
Уфимский государственный институт искусств имени Загира Исмагилова;искусство и культура;https://ufaart.ru/;;;;;;;Уфа;2;https://ufaart.ru/;;;;;1;1;0;1;1;0;1;;4;2;;1;1;;;;1;;;;;php;;
Пермский государственный аграрно-технологический университет имени академика Д.Н. Прянишникова;аграрный;https://pgsha.ru/;;;;;;;Пермь;59;https://pgsha.ru/;;;;;1;1;1;;1;1;1;;;;;;;;;1;;;;opencms;;java;;
Государственный аграрный университет Северного Зауралья;аграрный;http://www.tsaa.ru/;;;;;;;Тюмень;72;http://www.tsaa.ru/;;;;1;;;;;;1;;;;;;;;;;1;;;;;;;;
Саратовская государственная консерватория имени Л.В. Собинова;искусство и культура;http://sarcons.ru/;;;;;;;Саратов;64;http://sarcons.ru/;;;;;1;0;0;1;1;;1;10;5;3;1;1;1;1;1;;;;2;1c-bitrix;isvek.ru (bvi);php;;
Международный Институт Дизайна и Сервиса;искусство и культура;https://midis.info/;;;;;;;Челябинск;74;https://midis.info/;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
Кемеровский государственный институт культуры;искусство и культура;http://www.kemguki.ru/;;;;;;;Кемерово;42;http://www.kemguki.ru/;;;;;1;0;1;1;1;;1;3;3;2;1;0;1;;;;;;;1c-bitrix;bitrix special-aaVersion;php;;
Высшее театральное училище (институт) им. М.С.Щепкина при Государственном академическом Малом театре России;искусство и культура;http://shepkinskoe.ru/;;;;;;;Москва;77;http://shepkinskoe.ru/;;;;;1;1;1;1;1;1;1;3;3;2;1;1;1;;;1;;;;1c-bitrix;bitrix special-aaVersion;php;;
Новосибирский государственный медицинский университет;медицинский;http://www.ngmu.ru/;Novosibirsk State Medical University;146;;;;;Новосибирск;54;http://www.ngmu.ru/;;;;;1;1;1;1;1;;1;3;2;2;1;0;1;;;1;;;;;;php;;
Тверская государственная сельскохозяйственная академия;аграрный;https://tvgsha.ru/;;;;;;;Тверь;69;https://tvgsha.ru/;;;;;1;1;1;1;1;1;1;3;2;;1;1;;;;1;1;;;joomla;;php;preact;
Сибирский государственный университет водного транспорта;транспорт ;http://www.ssuwt.ru/;;;;;;;Новосибирск;54;http://www.ssuwt.ru/;;;;;1;1;1;1;1;1;1;3;5;2;0;0;1;;1;;;1;2;joomla;div=access;php;;bitrix24
Кисловодский гуманитарно-технический институт;общий;http://www.kgti.ru/;;;;;;;Кисловодск;26;http://www.kgti.ru/;;;;;1;1;1;1;;0;0;10;3;;1;0;;;;1;1;;;joomla;b-accessibility;php;;
Курганская государственная сельскохозяйственная академия имени Т.С. Мальцева;аграрный;https://www.ksaa.zaural.ru/;;;;;;;Лесниково;45;https://www.ksaa.zaural.ru/;;;;;1;1;0;1;1;1;1;3;5;2;1;1;1;;1;1;;;2;joomla;joomla template Accessibility;php;;
Курская академия государственной и муниципальной службы;гос.структуры;https://kagms.ru/;;;;;;;Курск;46;https://kagms.ru/;;;;;1;1;1;1;1;1;1;3;2;;0;0;;;;1;;;;1c-bitrix;;php;;
Приморская государственная сельскохозяйственная академия;аграрный;http://primacad.ru/;;;;;;;Уссурийск;25;http://primacad.ru/;;;;;1;1;0;1;1;1;1;3;5;2;1;1;1;;1;1;;1;2;joomla;joomla template Accessibility;php;;
Тольяттинская академия управления;гуманитарный;http://www.taom.academy/;;;;;;;Тольятти;63;http://www.taom.academy/;;;;;1;1;1;1;1;0;1;10;5;3;1;1;0;1;1;;;;2;laravel;isvek.ru (bvi);php;;
Гуманитарный университет;гуманитарный;https://gu-ural.ru/;;;;;;;Екатеринбург;66;https://gu-ural.ru/;;;;;1;1;1;1;1;1;1;3;2;2;1;1;1;;;;;;;wordpress;;php;;
Дагестанский государственный аграрный университет имени М.М. Джамбулатова;аграрный;https://xn--80aaiac8g.xn--p1ai/;;;;;;;Махачкала;5;https://xn--80aaiac8g.xn--p1ai/;;;;1;;;;;;1;;;;;;;;;;1;1;;;joomla;;php;preact;
Южный университет (ИУБиП);гуманитарный;http://www.iubip.ru/;;;;;;;Ростов-на-Дону;61;http://www.iubip.ru/;;;;1;;;;;;;;;;;;;;;;;;;2;;finevision.ru;php;;
Чувашская государственная сельскохозяйственная академия;аграрный;http://xn--80af6bqh.xn--p1ai/;;;;;;;Чебоксары;21;http://xn--80af6bqh.xn--p1ai/;;;;1;;;;;;;;;;;;;;;;1;;;;dle;;php;;
Институт мировой экономики и финансов;гуманитарный;https://imef.ru/;;;;;;;Астрахань;30;https://imef.ru/;;;;;1;1;1;1;1;;1;10;2;;1;1;;;;;1;;;;;;;
Тамбовский государственный музыкально-педагогический институт им. С.В. Рахманинова;искусство и культура;https://rachmaninov.ru/;;;;;;;Тамбов;68;https://rachmaninov.ru/;;;;;1;1;1;1;1;;1;3;5;3;1;1;1;1;1;1;;1;2;;prolexgroup.ru/special;php;;
Московский информационно-технологический университет – Московский архитектурно-строительный институт;архитектурный ;https://mitu-masi.ru/;;;;;;;Москва;77;https://mitu-masi.ru/;;;;;1;1;1;1;1;1;1;3;5;3;1;1;1;1;1;;;1;2;1c-bitrix;slabovid.ru (mibok);php;;bitrix24
Смоленский государственный институт искусств;искусство и культура;http://www.sgii-smol.ru/;;;;;;;Смоленск;67;http://www.sgii-smol.ru/;;;;1;;;;;;;;;;;;;;;;1;;;;;;;;
Сибирский юридический университет;гуманитарный;https://siblu.ru/;;;;;;;Омск;55;https://siblu.ru/;;;;;1;1;1;1;1;;1;3;5;2;1;1;1;1;1;;;;2;drupal;lidrekon.ru;php;;
Ярославская государственная сельскохозяйственная академия;аграрный;http://yaragrovuz.ru/;;;;;;;Ярославль;76;http://yaragrovuz.ru/;;;;;1;1;1;1;;;1;3;3;;1;0;;;1;;1;;2;joomla;;php;;
Сибирский государственный университет физической культуры и спорта;спорт ;https://sibsport.ru/;;;;;;;Омск;55;https://sibsport.ru/;;;;;1;1;1;1;1;1;1;10;3;3;1;1;0;;1;1;;;2;joomla;finevision.ru;php;;
Ярославский государственный театральный институт;искусство и культура;http://www.theatrins-yar.ru/;;;;;;;Ярославль;76;http://www.theatrins-yar.ru/;;;;;1;1;1;1;;0;1;3;4;;1;0;;;;;;;;;;php;;
Вологодская государственная молочнохозяйственная академия имени Н.В. Верещагина;аграрный;https://molochnoe.ru/;;;;;;;Вологда;35;https://molochnoe.ru/;;;;;1;1;1;1;1;1;0;6;2;;1;1;;;;;1;;;modx;;php;;
Сибирский государственный институт искусств имени Дмитрия Хворостовского;искусство и культура;http://www.kgii.ru/;;;;;;;Красноярск;24;http://www.kgii.ru/;;;;;1;1;0;1;1;1;1;3;5;2;1;1;1;;1;1;;1;2;joomla;joomla template Accessibility;php;;
Чайковский государственный институт физической культуры;спорт ;http://www.chifk.ru/;;;;;;;Чайковский;59;http://www.chifk.ru/;;;;;1;1;1;;1;;1;;;;;;;;;1;;;;siteedit;;php;;
Омская гуманитарная академия;гуманитарный;http://omga.su/;;;;;;;Омск;55;http://omga.su/;;;;;1;1;1;1;1;;1;3;3;2;0;1;1;;;;;;;1c-bitrix;bitrix special-aaVersion;php;;
Академия социального образования;гуманитарный;https://aso-ksui.ru/;;;;;;;Казань;16;https://aso-ksui.ru/;;;;;1;1;1;1;0;;1;3;4;2;1;1;1;1;1;;1;;;;;php;;
Государственный институт экономики, финансов, права и технологий;гуманитарный;https://www.gief.ru/;;;;;;;Гатчина;47;https://www.gief.ru/;;;;;1;1;1;1;1;1;1;3;3;;0;1;;;1;1;1;;;drupal;;php;;
Международная академия бизнеса и новых технологий;гуманитарный;https://mubint.ru/;;;;;;;Ярославль;76;https://mubint.ru/;;;;;1;1;1;1;1;;1;3;3;2;1;1;1;;;;1;;;1c-bitrix;bitrix special-aaVersion;php;preact;
Московская международная высшая школа бизнеса МИРБИС (Институт);гуманитарный;https://mirbis.ru/;Moscow International Higher Business School;232;;;;;Москва;77;https://mirbis.ru/;;;;;1;1;1;1;1;1;0;3;5;3;1;1;1;1;1;;;1;2;1c-bitrix;slabovid.ru (mibok);php;;bitrix24
Гжельский государственный университет;общий;http://www.art-gzhel.ru/;;;;;;;Электроизолятор;50;http://www.art-gzhel.ru/;;;;;1;1;1;1;1;1;0;3;5;;1;0;;;;1;;;;;;php;;
Московский государственный академический художественный институт имени В.И. Сурикова при Российской академии художеств;искусство и культура;http://surikov-vuz.com/;;;;;;;Москва;77;http://surikov-vuz.com/;;;;;1;1;1;1;1;;1;5;5;3;1;1;1;1;1;1;;;2;umi.cms;isvek.ru (bvi);php;;
Чувашский государственный институт культуры и искусств;искусство и культура;http://chgiki.ru/;;;;;;;Чебоксары;21;http://chgiki.ru/;;;;;1;1;1;1;1;;1;10;5;3;1;1;1;1;1;;;;2;wordpress;isvek.ru (bvi);php;backbone;
Южно-Уральский государственный институт искусств имени П. И. Чайковского;искусство и культура;http://uyrgii.ru/;;;;;;;Челябинск;74;http://uyrgii.ru/;;;;;1;1;1;1;1;1;1;3;5;2;1;1;0;;;;1;;;drupal;;php;;
Высшая школа народных искусств (академия);искусство и культура;http://www.vshni.ru/;;;;;;;Санкт-Петербург;78;http://www.vshni.ru/;;;;;1;1;1;1;1;;0;3;5;2;1;1;1;1;1;;;;2;;lidrekon.ru;;;
Невинномысский государственный гуманитарно-технический институт;общий;http://xn--c1aapr1a.xn--p1ai/;;;;;;;Невинномысск;26;http://xn--c1aapr1a.xn--p1ai/;;;;;1;1;1;;1;1;1;;;;;;;;;1;;1;;joomla;;php;;
Волгоградская государственная академия физической культуры;спорт ;http://www.vgafk.ru/;;;;;;;Волгоград;35;http://www.vgafk.ru/;;;;;1;1;1;0;1;1;1;;;;;;;;;1;;;;1c-bitrix;;php;;
Ессентукский институт управления, бизнеса и права;гуманитарный;http://eiubp.ru/;;;;;;;Ессентуки;26;http://eiubp.ru/;;;;;1;1;1;1;1;;1;10;5;3;1;1;1;1;1;0;;;2;modx;isvek.ru (bvi);php;;
Волжский институт экономики, педагогики и права;гуманитарный;http://www.viepp.ru/;;;;;;;Волжский;35;http://www.viepp.ru/;;;;;1;1;1;1;1;1;1;10;;;0;;;;;1;;;;wordpress;;php;;
Коми республиканская академия государственной службы и управления;гос.структуры;https://www.krags.ru/;;;;;;;Сыктывкар;11;https://www.krags.ru/;;;;;1;1;1;1;1;;1;10;5;3;1;1;0;1;1;;;;2;wordpress;isvek.ru (bvi);php;;
Северо-Кавказский государственный институт искусств;искусство и культура;http://www.skgii.ru/;;;;;;;Нальчик;7;http://www.skgii.ru/;;;;;1;0;1;1;1;;1;3;3;2;1;1;1;;;1;;;;1c-bitrix;bitrix special-aaVersion;php;react;
Смоленская государственная сельскохозяйственная академия;аграрный;https://www.sgsha.ru/;;;;;;;Смоленск;67;https://www.sgsha.ru/;;;;;1;1;1;1;1;;1;10;5;3;1;1;1;1;1;;;;2;wordpress;isvek.ru (bvi);php;;
Великолукская государственная академия физической культуры и спорта;спорт ;http://www.vlgafc.ru/;;;;;;;Великие Луки;60;http://www.vlgafc.ru/;;;;;1;1;1;1;1;;1;3;3;2;1;1;1;;;;1;;;1c-bitrix;bitrix special-aaVersion;php;;
Воронежский государственный институт физической культуры;спорт ;https://www.vgifk.ru/;;;;;;;Воронеж;36;https://www.vgifk.ru/;;;;;1;1;1;1;1;1;1;3;3;3;1;1;1;;1;1;;;;drupal;;php;;
Сибирский институт бизнеса, управления и психологии;гуманитарный;https://sibup.ru/;;;;;;;Красноярск;24;https://sibup.ru/;;;;;1;1;1;1;1;1;1;3;5;2;1;0;1;;1;1;;1;2;joomla;joomla template Accessibility;php;;
Санкт-Петербургский государственный институт психологии и социальной работы;гуманитарный;https://psysocwork.ru/;;;;;;;Санкт-Петербург;78;https://psysocwork.ru/;;;;;1;1;1;1;1;;1;3;5;3;1;1;1;1;1;1;;;2;typo3;prolexgroup.ru/special;php;;
Воронежский институт экономики и социального управления;гуманитарный;https://viesm.ru/;;;;;;;Воронеж;36;https://viesm.ru/;;;;;1;0;0;1;1;;1;3;4;3;1;1;0;;1;1;1;;4;1c-bitrix;;php;;
Российская академия живописи, ваяния и зодчества Ильи Глазунова;искусство и культура;http://www.glazunov-academy.ru/isg.html;;;;;;;Москва;77;http://www.glazunov-academy.ru/isg.html;;;;;1;1;1;1;1;;1;5;5;3;1;1;0;;;;1;;2;;isvek.ru (bvi);php;;
Волгоградский государственный институт искусств и культуры;искусство и культура;http://xn--b1acpak.xn--p1ai/;;;;;;;Волгоград;35;http://xn--b1acpak.xn--p1ai/;https://vgiik.com/;;1;;;;;;;;;;;;;;;;;;;;;;;;;
Курский институт менеджмента, экономики и бизнеса;гуманитарный;https://mebik.ru/;;;;;;;Курск;46;https://mebik.ru/;;;;;1;0;0;1;1;1;1;3;5;2;0;1;1;;1;1;1;1;2;joomla;div=access;php;;
Дальневосточная государственная академия физической культуры;спорт ;http://dvgafk.com/;;;;;;;Хабаровск;27;http://dvgafk.com/;;;;;1;1;1;;1;1;1;;;;;;;;;1;;;;;;php;;
Камский институт гуманитарных и инженерных технологий;гуманитарный;http://www.kigit.ru/;;;;;;;Ижевск;18;http://www.kigit.ru/;;;;1;;;;;;;;;;;;;;;;1;;;;joomla;;php;;
Академия Русского балета имени А.Я. Вагановой;искусство и культура;https://vaganovaacademy.ru/;;;;;;;Санкт-Петербург;78;https://vaganovaacademy.ru/;;;;;1;1;1;1;1;;1;10;5;3;1;1;1;1;1;1;;;2;;isvek.ru (bvi);php;;
"Московский финансово-промышленный университет ""Синергия""";гуманитарный;https://synergy.ru/;Synergy University;58;;;;;Москва;77;https://synergy.ru/;https://universitysynergy.ru/;;;;1;1;1;1;1;;0;3;2;2;1;1;0;;1;;;;;;;php;;
Московский финансово-юридический университет;гуманитарный;https://www.mfua.ru/;Moscow Financial and Law University;126;;;;;Москва;77;https://www.mfua.ru/;;;;1;;;;;;;;;;;;;;;;;;;;1c-bitrix;;php;;bitrix24
Арктический государственный институт культуры и искусств;искусство и культура;http://agiki.ru/;;;;;;;Якутск;14;http://agiki.ru/;;;;;1;1;1;1;1;;1;10;5;3;1;1;1;1;1;1;;;2;;isvek.ru (bvi);php;;
Современный технический университет;общий технический;http://www.stirzn.ru/;;;;;;;Рязань;62;http://www.stirzn.ru/;;;;;1;1;0;1;1;1;1;3;5;2;1;1;1;;1;1;;1;2;joomla;joomla template Accessibility;php;;
